noteID,note_fr,translated_by
43,"1) Entre les chiffres du code 100–199, la présente table de code comprend des termes à plusieurs niveaux afin de servir aux stations simples et aux stations automatiques devenant de plus en plus complexes. 2) Les termes génériques se rapportant au temps (par exemple brouillard, bruine) sont destinés à être utilisés dans des stations automatiques pouvant déterminer les types de temps sans pouvoir fournir d'autres informations.  Les termes génériques figurent tous dans la table de code en lettres majuscules. 3) Les chiffres du code pour les catégories de précipitations (chiffres du code 140 à 148) sont disposés par ordre de complexité croissante.  Par exemple, une station très simple qui ne peut déceler que la présence ou l'absence de précipitations utilise le chiffre du code 140 (précipitations).  Au niveau suivant, une station automatique pouvant déceler le volume, mais pas le type, utilise le chiffre du code 141 ou 142.  Une station automatique qui peut déceler le type général (liquide, solide, se congelant) et le volume général utilise les chiffres du code 143 à 148.  Une station automatique qui peut signaler les types réels de précipitations (par exemple bruine ou pluie), mais non leur volume, utilise le nombre entier de la dizaine correspondante (par exemple 150 pour la catégorie bruine; 160 pour la catégorie pluie).",Original
44,Guide des instruments et des methodes d'observation meteorologiques,Original
45,1) Chiffres du code 1 à 9:  durée et heure de la mesure du courant (méthode vectorielle ou méthode Doppler d’établissement du profil du courant). 2) Chiffres du code 11 à 19:  période de la mesure du courant (méthode de la dérive). 3) H = heure d’observation.,Original
46,"'Hail' refers to hail, small hail or snow pellets.",
47,HIRS* signifie: canaux HIRS 1 (669 cm-1) 2 (679 cm-1) 3 (690 cm-1) 4 (2358 cm-1),Original
48,"Quand 0 08 082 = 1, la hauteur standard est indiquee par le descripteur de la classe 07 place apres. Il est possible d'indiquer la hauteur reelle du capteur en placant le descripteur approprie de la classe 07 avant.",Original
49,"Si le bit est mis à 1, l’indication est valable.",Original
50,"1) Les définitions données pour les chiffres du code 0 à 2 et 4 s’appliquent à une superficie représentative de sol nu, et les chiffres 3, 5 à 9 et 10 à 19 à une zone dégagée représentative. 2) En toutes circonstances, on choisit le chiffre du code le plus élevé qui puisse s’appliquer. 3) Dans la table de code ci-dessus, toute référence à de la glace comprend aussi les précipitations solides autres que la neige.",Original
51,"Conjointement a l'observation de trombes marines ou de nuages en entonnoir, c'est-a-dire a plus de 3 km de la station.",Original
52,"1) Dans les messages d'observation en provenance de stations météorologiques automatiques, on utilise le chiffre du code 2 si la tendance est à la hausse, 7 si la tendance est à la baisse, et 4 si la pression atmosphérique est la même que trois heures auparavant. 2) Dans les messages provenant de stations tropicales qui communiquent des données concernant les changements de pression sur 24 heures, le chiffre du code 2 indique que la tendance est positive, le chiffre 7 qu'elle est négative, et le chiffre 4 que la pression est la même que 24 heures auparavant.",Original
53,"1) Dans les messages d'observation en provenance de stations météorologiques automatiques, on utilise le chiffre du code 2 si la tendance est à la hausse, 7 si la tendance est à la baisse, et 4 si la pression atmosphérique est la même que trois heures auparavant. 2) Dans les messages provenant de stations tropicales qui communiquent des données concernant les changements de pression sur 24 heures, le chiffre du code 2 indique que la tendance est positive, le chiffre 7 qu'elle est négative, et le chiffre 4 que la pression est la même que 24 heures auparavant.",Original
54,"1) Les définitions données pour les chiffres du code 0 à 2 et 4 s’appliquent à une superficie représentative de sol nu, et les chiffres 3, 5 à 9 et 10 à 19 à une zone dégagée représentative. 2) En toutes circonstances, on choisit le chiffre du code le plus élevé qui puisse s’appliquer. 3) Dans la table de code ci-dessus, toute référence à de la glace comprend aussi les précipitations solides autres que la neige.",Original
55,"Au cas ou l'intensite de la pluie est telle qu'elle intercepte les nuages a la vue de l'observateur, celui-ci devrait utiliser le chiffre du code 5 ou 8. Il utilisera le chiffre 5 si la pluie est localisee ou de courte duree; il choisira le chiffre 8 si la pluie est generalisee ou dure plus longtemps.",Original
56,"Les eaux interieures comprennent les rivieres, les lacs, les zones humides et les marecages.",Original
57,Le mélange de précipitation est indiqué en mettant à 1 les bits de tous les types de précipitation observés.,Original
58,MMCC est le Centre de controle de gestion de la mission.,Original
59,D’autres appellations locales utilisées pour des orages de diverses intensités sont ajoutées selon les besoins.,Original
60,"Aucun des chiffres du code n’exclut la possibilité, laissée à la discrétion du centre de production, d’ajouter des niveaux obtenus par interpolation.",Original
61,"Ou le ciel (si le soleil est bas sur l'horizon), ou la lune ou les etoiles pendant la nuit.",Original
62,"L'expression 'mesure ciel partiellement couvert' indique que les valeurs de sondage ont ete obtenues a partir des valeurs de la luminance energetique par ciel clair, elles-memes calculees a partir de donnees concernant des points partiellement couverts. On s'est servi de donnees HIRS tropospheriques et stratospheriques, ainsi que de donnees MSU et SSU.",Original
63,"Dans cette table d'indicateurs, 'phenomene' signifie tout phenomene, y compris les precipitations et l'obscurcissement.",Original
64,PRF est la frequence de repetition des impulsions.,Original
65,Le type 4 de projection indique une grille cartesienne placee directement sur le cone de balayage defini par la portee azimutale du radar.,Original
67,L'etalonnage radiometrique est incorrect s'il n'est pas execute ou s'il est execute avec des donnees d'etalonnage incorrectes (ex.: taille de la fenetre de visee de l'espace lointain egale a 0).,Original
68,La qualite des enregistrements des donnees de detecteur est insatisfaisante quand la compensation des bits a echoue (voir le bit 12) ou qu'une erreur du nombre de franges a ete decelee (voir le bit 11) ou que les releves bruts sont incorrects (voir le bit 10) ou que l'etalonnage radiometrique est incorrect (voir le bit 5) ou que l'etalonnage spectral est incorrect (voir le bit 7).,Original
69,Bit mis a 0 si c'est le jour (distance zenithale du soleil < 90 degres). Bit mis a 1 si c'est la nuit (distance zenithale du soleil >= 90 degres).,Original
70,Bit mis a 0 si aucune erreur du nombre de franges a ete detectee (voir le bit 11) ou si une erreur a ete detectee mais pas corrigee.,Original
71,Mettre a 1 si au moins un spectre de la moyenne mobile pour l'espace lointain est indique comme incorrect en raison de la presence de la lune.,Original
72,Mettre a 1 si le calcul de longueur d'onde du laser est incorrect en raison d'un courant de polarisation de la diode laser et/ou de mesures de la temperature de la diode laser se situant en dehors des limites prevues.,Original
73,L'etalonnage spectral est incorrect si une erreur du nombre de franges est decelee et corrigee (voir le bit 8) ou si l'etalonnage a la lampe au neon est suspect et que le calcul de verification par lambda ne peut etre mis a jour (voir l'indicateur de qualite au niveau du balayage (0 33 075) - bit 3).,Original
74,Le chiffre du code 21 peut etre utilise dans des messages corriges ou les valeurs substituees/corrigees sont determinees.,Original
75,"1) Les définitions données pour les chiffres du code 0 à 2 et 4 s’appliquent à une superficie représentative de sol nu, et les chiffres 3, 5 à 9 et 10 à 19 à une zone dégagée représentative. 2) En toutes circonstances, on choisit le chiffre du code le plus élevé qui puisse s’appliquer. 3) Dans la table de code ci-dessus, toute référence à de la glace comprend aussi les précipitations solides autres que la neige.",Original
76,"1) Ces valeurs se réfèrent à des vagues de vent bien formées en haute mer. dée aux termes descriptifs, ces valeurs relatives à la hauteur peuvent être utilisées à titre d’indication par l’observateur lorsqu’il chiffre l’état total d’agitation de la mer résultant de divers facteurs tels que le vent, la houle, les courants, l’angle entre la houle et le vent, etc. 2) Pour chiffrer une hauteur correspondant à la limite entre deux chiffres du code, prendre le chiffre du code le moins élevé; par exemple, une hauteur de 4 m est signalée à l’aide du chiffre du code 5.",Original
77,Conjointement a l'observation de trombes marines ou de nuages en entonnoir a 3 km ou moins de la station.,Original
78,Les trois premiers chiffres representent le code ISO du pays.,Original
79,"La derniere colonne de la table indique le numero d’enregistrement correspondant emis par le Chemical Abstracts Service (CAS) de l’American Chemical Society.",Original
80,"1) Entre les chiffres du code 100–199, la présente table de code comprend des termes à plusieurs niveaux afin de servir aux stations simples et aux stations automatiques devenant de plus en plus complexes. 2) Les termes génériques se rapportant au temps (par exemple brouillard, bruine) sont destinés à être utilisés dans des stations automatiques pouvant déterminer les types de temps sans pouvoir fournir d'autres informations.  Les termes génériques figurent tous dans la table de code en lettres majuscules. 3) Les chiffres du code pour les catégories de précipitations (chiffres du code 140 à 148) sont disposés par ordre de complexité croissante.  Par exemple, une station très simple qui ne peut déceler que la présence ou l'absence de précipitations utilise le chiffre du code 140 (précipitations).  Au niveau suivant, une station automatique pouvant déceler le volume, mais pas le type, utilise le chiffre du code 141 ou 142.  Une station automatique qui peut déceler le type général (liquide, solide, se congelant) et le volume général utilise les chiffres du code 143 à 148.  Une station automatique qui peut signaler les types réels de précipitations (par exemple bruine ou pluie), mais non leur volume, utilise le nombre entier de la dizaine correspondante (par exemple 150 pour la catégorie bruine; 160 pour la catégorie pluie).",Original
81,"L’échelle des valeurs nominales de l’humidité du sol en surface est comprise entre 0 et 100 %. Dans des cas extrêmes, il est possible néanmoins que la valeur extrapolée à partir de la rétrodiffusion suivant un angle d’incidence de 40 degrés soit inférieure à la valeur minimale de référence de 0 % (conditions sèches) ou supérieure à la valeur maximale de référence de 100 % (conditions humides).",Original
82,"Entre les chiffres du code 100-199, la presente table de code comprend des termes a plusieurs niveaux afin de servir aux stations simples et aux stations automatiques devenant de plus en plus complexes. Les stations ayant seulement une capacite de detection de base peuvent utiliser les chiffres du code les plus bas et les descriptions generiques de base (en lettres majuscules). Les stations ayant une capacite de discrimination progressivement plus elevee utiliseront les descriptions plus detaillees (chiffres de code plus eleves).",Original
83,"Ces temperatures sont utilisees pour calculer la contribution du milieu aux luminances energetiques servant de cibles d'etalonnage interne. Quand ce bit est mis a 1, il faut remplacer les temperatures incorrectes par les valeurs confirmees de la temperature de la cible d'etalonnage interne.",Original
84,"1) Ces valeurs se réfèrent à des vagues de vent bien formées en haute mer. dée aux termes descriptifs, ces valeurs relatives à la hauteur peuvent être utilisées à titre d’indication par l’observateur lorsqu’il chiffre l’état total d’agitation de la mer résultant de divers facteurs tels que le vent, la houle, les courants, l’angle entre la houle et le vent, etc. 2) Pour chiffrer une hauteur correspondant à la limite entre deux chiffres du code, prendre le chiffre du code le moins élevé; par exemple, une hauteur de 4 m est signalée à l’aide du chiffre du code 5.",Original
85,"Ce descripteur sera associé à des données relatives à la visibilité ou à la hauteur des nuages pour préciser si la valeur est bornée. Si la donnée transmise est la valeur vraie, le chiffre du code est 0. Toutefois, la mesure peut atteindre la limite de capacité de mesure de l’instrument. Si la valeur transmise est supérieure à la valeur vraie, le chiffre du code est 1; si la valeur transmise est inférieure à la valeur vraie, le chiffre du code est 2.",Original
86,"Cela indique qu'un nombre non negligeable de franges n'ont pas ete detectees, avec deplacement de la partie centrale (ZPD) de l'interferogramme en dehors de la fenetre que controle l'instrument, si bien que l'interferogramme est exclu du traitement permettant d'obtenir les enregistrements des donnees de detecteur.",Original
87,"Cela indique des erreurs de fonctionnement de l'instrument, un ou plusieurs interferogrammes etant alors exclus du traitement permettant d'obtenir les enregistrements des donnees de detecteur.",Original
88,1) L’expression «moyenne sur une certaine période» indique qu’il est établi en permanence une moyenne des valeurs sur une période donnée. 2) L’expression «moyenne d’ensemble» indique que l’on prend la moyenne d’un certain nombre de valeurs distinctes correspondant à une série de situations dans le temps. 3) Il faut préciser les périodes auxquelles correspondent les caractéristiques temporelles.,Original
89,Conjointement a l'observation de trombes marines ou de nuages en entonnoir a plus de 3 km de la station.,Original
90,Type d'instrument et unites initiales pour la mesure du vent (en m s-1 sauf indication contraire).,Original
91,Valeur caduque; le chiffre du code 6 devrait etre utilise.,Original
92,"Lorsque le chiffre du code 4 est utilise pour preciser un systeme de coordonnees de reference, la donnee ellipsoidale est alors un ellipsoide de revolution aplati, dont le grand axe s'oriente dans le meme plan que le plan equatorial et le petit axe coupe le meridien d'origine pres du pole d'origine.",Original
93,"Lorsque les valeurs observees moins les valeurs prevues sont representees, la periode de prevision est indiquee par un descripteur approprie de la classe 04.",Original
94,"Si la méthode de transmission d’origine est celle indiquée par le chiffre 1 du code, il est conseillé de faire appel à la table de conversion suivante pour obtenir une valeur correcte des données correspondant au descripteur 0 01 012: Valeur indiquée Valeur des données 0 0 1 45 2 90 3 135 4 180 5 225 6 270 7 315 8 360 9 511",Original
95,"Si la méthode de transmission d’origine est celle indiquée par le chiffre 1 du code, il est conseillé de faire appel à la table de conversion suivante pour obtenir une valeur correcte des données correspondant au descripteur 0 01 013: Valeur indiquée Valeur des données 0 0 1 1 2 4 3 7 4 9 5 12 6 14 7 17 8 19 9 21 / 1023",Original
96,Conjointement a l'observation de trombes marines ou de nuages en entonnoir a plus de 3 km de la station.,Original
97,"The letters a, b, c, d and e generically represent the weight associated with the respective temperature T. The sub-index of T: 1, 2, 3, x and n represent the values measured at different times or maximum (x) or minimum (n) values.",
98,"Code figures 1 - 24 are siting classifications and measurement quality classifications according to the Guide to Instruments and Methods of Observation (WMO-No. 8), Volume I, Chapter 1, Annex 1.D and Annex 1.G.",
99,"Code figures 26 - 30 are siting classifications according to the Guide to Instruments and Methods of Observation (WMO-No. 8), Volume I, Chapter 1, Annex 1.D.",
100,"Code figures 31 - 34 are measurement quality classifications according to the Guide to Instruments and Methods of Observation (WMO-No. 8), Volume I, Chapter 1, Annex 1.G.",
101,Annex 1.G is a new annex that will be part of an updated version of WMO-No. 8 to be published in mid-2022.,
102,For determining combined standard uncertainty see the Evaluation of Measurement Data - Guide to the Expression of Uncertainty in Measurement [JCGM 100:2008] from BIPM.,
