noteID,note_es,translated_by
23,"El valor –0,1 kg m–2 antes de la aplicación del factor de escala (–1 después de su aplicación o en la clave CREX) indicará “trazas” (no mensurable, menos de 0,05 kg m–2).",Original
24,"Para indicar una visibilidad reinante de 10 km o más, se utilizará un valor de visibilidad reinante de 10 000 m antes de la reducción a escala (1 000 m después de la reducción a escala). I.2 – BUFR/CREX Tabla B/20 – 7 (Clase 20 – continuación)",Original
25,Una significación definida anteriormente puede anularse transmitiendo un “valor faltante” a partir de la tabla de cifrado o de banderines apropiada.,Original
26,"El valor –0,1 kg m–2 antes de la aplicación del factor de escala (–1 después de su aplicación o en la clave CREX) indicará “trazas” (no mensurable, menos de 0,05 kg m–2).",Original
27,"Todas las horas están expresadas en Tiempo Universal Coordinado (UTC), a menos que se indique lo contrario. I.2 – BUFR/CREX Tabla B/04 – 3",Original
28,"El valor –0,01 m antes de la aplicación del factor de escala (–1 después de su aplicación o en la clave CREX) indicará un poco de nieve (menos de 0,005 m). El valor -0,02 (–2 después de la aplicación del valor de escala o en la clave CREX) indicará “cubierta de nieve discontinua”.",Original
29,"Se ha introducido un factor de compensación en las radiancias ajustadas (0 14 046). Con ello se trata de ajustar las radiancias negativas que pueden medirse en algunos números de onda, ya sea debido al efecto del ruido o por permanecer después de la apodización. La compensación es un valor de mayor magnitud que la excursión negativa máxima esperada sobre la base del ruido de un instrumento, y de esa manera queda un margen suficiente. Al mismo tiempo, la gama dinámica no se reduce de forma significativa.",Original
30,"Ángulo de error definido por 0 20 112, 0 20 113 y 0 20 114. Cartesianas con bit de signo.",Original
31,Ángulo de error definido por 0 20 113 y 0 20 114. Cartesianas con bit de signo.,Original
32,Solo se indicará el rumbo o azimut en relación con la localización comunicada que no volverá a especificarse.,Original
33,Los números de versión de la tabla maestra de BUFR se indican en la Tabla de cifrado común C–0 y en la nota 2 de la Sección 1 de las reglas BUFR.,Original
34,Algunos sensores utilizan una decisión de corriente superior a un umbral mientras que otros miden directamente la desviación de voltaje.,Original
35,"En el caso de la radiancia del canal (0 14 043), el número de onda se representa en micrones.",Original
36,"En el caso de la radiancia del canal (0 14 045), el número de onda se representa en centímetros.",Original
37,La concentración de hidrometeoros de nube (0 20 130) representa el número de hidrometeoros en 1 dm 3.,Original
38,La tabla de cifrado 0 01 032 será generada por cada centro. I.2 – BUFR/CREX Tabla B/01 – 7 (Clase 01 — continuación),Original
39,"Con respecto al descriptor 0 13 009, los productores de esos datos podrían desear conservar los valores sin procesar de la humedad relativa transmitidos por el sensor con el propósito de, entre otras cosas, detectar cuándo el sensor comienza a tener un funcionamiento irregular. Este último caso es cuando un valor negativo podría ocurrir. Para intercambio con otros países a nivel mundial, es posible que solo los datos procesados se envíen. I.2 – BUFR/CREX Tabla B/13 – 5 (Clase 13 – continuación)",Original
40,Los números de versión de la tabla maestra de CREX se indican en la Tabla de cifrado común C–0.,Original
41,"El espesor de nieve fresca (0 13 118) fijado en –0.001 antes del ajuste a escala (–1 tras el ajuste a escala o en CREX) indicará una cantidad de nieve pequeña (menos de 0,0005 m). El espesor de nieve fresca (0 13 118) fijado en –0.002 antes del ajuste a escala (–2 tras el ajuste a escala o en CREX) indicará una “cubierta de nieve no continua”. I.2 – BUFR/CREX Tabla B/13 – 6",Original
42,Debería utilizarse el descriptor 0 01 020 en vez del 0 01 004 para cifrar este elemento.,Original
43,Se recomienda utilizar el descriptor 0 01 027 en vez del 0 01 026 para cifrar este elemento.,Original
44,"Deberá utilizarse el descriptor 0 01 033 en vez del 0 01 031 para cifrar el centro de origen/generación. La Tabla de cifrado 0 01 034 se establecerá por el centro de origen/generación conexo identificado mediante el descriptor 0 01 033, lo que se comunicará a la Secretaría para su publicación.",Original
45,"El descriptor 0 01 082 se utilizará para indicar el número secuencial del período de información de radiosonda actual (por ejemplo, ciclos sinópticos) en un año dado u otro período de tiempo general definido localmente. El descriptor 0 01 083 se utilizará en caso de múltiples liberaciones secuenciales de radiosondas durante un solo período de información (por ejemplo, ciclos sinópticos), a fin de indicar qué liberación particular genera los valores de datos correspondientes.",Original
46,Debería utilizarse el descriptor 0 02 019 en vez del 0 02 152 para la identificación de un solo elemento de satélite.,Original
47,Se recomienda utilizar el descriptor 0 02 152 en vez del 0 02 021 para cifrar este elemento.,Original
48,El descriptor 0 04 041 ha sido reemplazado por la combinación de 0 08 025 y 0 26 003 y no debe utilizarse para cifrar este elemento.,Original
49,El descriptor 0 08 025 debe utilizarse con el 0 26 003 (diferencia de tiempo).,Original
50,El descriptor 0 08 033 debe utilizarse delante del elemento 0 33 007 como parte de la información sobre el control de calidad para especificar el método utilizado para calcular el porcentaje de confianza. I.2 – BUFR/CREX Tabla B/08 – 5 (Clase 08 – continuación),Original
51,"El descriptor 0 08 090 se utilizará para establecer la escala decimal de uno o más descriptores de elemento numéricos subsiguientes que requieran un intervalo de valores dinámico grande. El descriptor o descriptores de elemento numéricos contendrán el valor a escala de las mediciones, con el número de dígitos significativos requerido. El valor real se obtendrá, al nivel de la aplicación, multiplicando el valor a escala por la escala decimal dada: (valor a escala x 10 escala decimal). I.2 – BUFR/CREX Tabla B/08 – 6",Original
52,Debería utilizarse el descriptor 0 12 076 en vez del 0 12 072 para cifrar la radiancia. I.2 – BUFR/CREX Tabla B/12 – 6,Original
53,Debería utilizarse el descriptor 0 13 033 en vez del 0 13 032 para cifrar la evaporación/evapotranspiración.,Original
54,Descriptores 0 22 004: la dirección indicada en este apartado de datos es la dirección en que fluye la corriente. I.2 – BUFR/CREX Tabla B/22 – 10 (Clase 22 – continuación),Original
55,Debería utilizarse el descriptor 0 22 040 en vez del 0 22 039 para cifrar la altura residual meteorológica de las mareas (positiva o negativa).,Original
56,El descriptor 0 25 009 se ha relegado. Utilícese en su lugar el descriptor 0 25 029.,Original
57,"El descriptor 0 25 143 está destinado a valores numéricos, no dimensionales, que se utilizarán como coeficientes en el procesamiento estadístico o lineal. Cada caso particular de 0 25 143 estará caracterizado mediante un calificador de significación apropiado (por ejemplo 0 08 026).",Original
58,El descriptor 0 26 003 se utiliza con el 0 08 025 (calificador de diferencia de tiempo).,Original
59,"El descriptor 0 31 031, utilizado junto con operadores de control de calidad o estadísticos 2 22 YYY a 2 32 YYY, indicará la presencia de información de control de calidad cuando el valor del indicador está puesto a cero. Puede utilizarse, junto con el operador de repetición 1 01 YYY, para confeccionar una tabla de indicadores de datos presentes/no presentes, que constituye un mapa de bits de datos definido en la Regla 94.5.5.3. Esto permite presentar información de control de calidad e información estadística para datos seleccionados correspondientes a descriptores de elementos que preceden a los operadores 2 22 YYY a 2 32 YYY.",Original
60,Los descriptores 0 01 012 y 0 01 013 pueden ser relativos a parámetros de varios significados y los valores correspondientes pueden integrarse en diferentes períodos.,Original
61,"Las estadísticas de diferencia son valores de diferencia; sus dimensiones son similares a los correspondientes valores comunicados con respecto a unidades, pero con una gama centrada en cero (por ejemplo, diferencia entre valores comunicados y analizados, diferencia entre valores comunicados y previstos, etc.).",Original
62,"Tan solo se indicará la distancia en relación con la localización comunicada y el rumbo, azimut o elevación y no se volverá a especificar esta localización.",Original
63,Se asignarán valores positivos a la radiación descendente.,Original
64,Se asignarán valores positivos a los componentes descendentes w cuando las unidades sean Pa s –1.,Original
66,Se asignarán valores negativos a los incrementos este-oeste.,Original
68,"La elevación se utilizará únicamente con respecto a una ubicación y rumbo, azimut o distancia definidos; en ningún caso redefinirá dicha ubicación.",Original
69,La emisividad es la relación entre la cantidad de energía emitida desde determinado objeto comparada con la cantidad que habría emitido un cuerpo negro.,Original
70,"Las estadísticas de primer orden tienen valores con una gama y dimensiones similares a los valores comunicados correspondientes (por ejemplo, máximos, mínimos, medios, etc.).",Original
71,"Procesador de emplazamiento del relámpago o identificación de sistema para determinar la ubicación del fenómeno en un sistema de integración múltiple. Normalmente, un valor de 1.",Original
72,"Para el descriptor 0 01 022, la cadena de caracteres que representa el “Nombre de la característica” debería ser de la forma: “Tipo de fenómeno” – “Ubicación o nombre geográfico” (por ejemplo: “volcán – Popocatépetl”, “incendio de un pozo de petróleo – Kuwait”).",Original
73,"Para una característica estacionaria, tanto la dirección del desplazamiento de la característica (0 19 005) como la velocidad del desplazamiento de la característica (0 19 006) se cifrarán en cero. I.2 – BUFR/CREX Tabla B/19 – 3",Original
74,"Para un sondeo atmosférico descendente, el “parámetro de impacto” es la distancia entre el rayo asintótico y el centro de curvatura de la superficie de la Tierra en el punto tangente.",Original
75,"Para los descriptores CREX F = B, no 0.",Original
76,"Para el número de versión de la tabla local, véase la nota 2 de la Sección 1 de la reglas de BUFR. I.2 – BUFR/CREX Tabla B/00 – 2",Original
77,"Para este descriptor, los valores negativos indican ruido, mala calibración o presencia de aerosoles absorbentes. La conservación de esos valores permite una mejor estimación subsiguiente del error de calibración.",Original
78,"Para este descriptor, los valores superiores a +6 indican contaminación por dióxido de azufre, cuya densidad aumenta a medida que el valor aumenta positivamente. El valor se calcula a partir de una medición en unidades Dobson (DU), pero para una temperatura específica y perfiles de concentración asumidos que pueden no corresponderse con el verdadero estado de la atmósfera. Habida cuenta de esas deficiencias, se notifica como índice numérico.",Original
79,"Para este descriptor, los valores inferiores a –1 indican predominancia de aerosoles dispersantes, cuya concentración aumenta a medida que el valor aumenta negativamente. Valores superiores a +1 indican predominancia de aerosoles absorbentes, cuya concentración aumenta a medida que el valor aumenta positivamente. Los valores comprendidos entre –1 y +1 indican nubes o ruido.",Original
80,"Para este descriptor, las unidades representan la desviación climatológica estándar del valor del ozono troposférico para una latitud determinada. Por valor de 5,0 indica un perfil con un valor del ozono troposférico de 5,0 respecto de la desviación estándar superior al promedio climatológico. ejemplo, un",Original
81,"La tasa de dosis de radiación gamma 0 24 014 está destinada a los informes relativos a este elemento en condiciones normales, excluyendo los accidentes nucleares. I.2 – BUFR/CREX Tabla B/24 – 2",Original
83,"La irradiación UV mundial (0 14 072) es energía UV integrada en un período especificado y para una banda espectral especificada. El descriptor 0 14 072 irá precedido de un descriptor del período de tiempo, de la longitud de onda espectrográfica (0 02 071) y la anchura espectrográfica (0 02 072). Por ejemplo, si se utiliza 0 14 072 para la irradiación UV-B mundial, 0 02 071 y 0 02 072 especificarán una banda espectral comprendida entre 280 y 315 nm.",Original
84,"La altura del barómetro por encima del nivel medio del mar, en referencia a la ubicación del barómetro de una estación, no redefine el descriptor 0 07 030.",Original
85,La altura del sensor sobre el suelo local (o el puente de una plataforma marina) es la altura real por encima del suelo (o el puente de la plataforma marina) en el punto donde se encuentra el sensor. Este descriptor no redefine los descriptores 0 07 030 ni 0 07 033. El valor definido previamente de 0 07 032 puede cancelarse asignando a 0 07 032 un “valor faltante”.,Original
86,La altura del sensor sobre la superficie del agua es la altura del sensor sobre la superficie del agua del mar o de un lago. Este descriptor no redefine los descriptores 0 07 030 ni 0 07 032. El valor definido previamente de 0 07 033 puede cancelarse asignando a 0 07 033 un “valor faltante”.,Original
87,"La altura del suelo de la estación sobre el nivel medio del mar se define como la altura sobre el nivel medio del mar del suelo en que se encuentra el pluviómetro o, si no hay pluviómetro, el suelo por debajo del abrigo del termómetro. De no haber pluviómetro ni abrigo, es el nivel medio del terreno en la proximidad de la estación (Referencia: Guía de instrumentos y métodos de observación meteorológicos (OMM-Nº 8), 1996).",Original
88,"El espesor de hielo (0 13 115) irá precedido del tipo de superficie (0 08 029) y fijado en 11, 12, 13 o 14 para especificar si se trata de un río, un lago, un mar o un glaciar, respectivamente.",Original
89,"Si x=y=z se trata de un error esférico, y el ángulo (véase 0 20 115) será cero.",Original
90,"Si x=y se trata de un error radial, y el ángulo (véase 0 20 114) será cero.",Original
91,"En el descriptor 0 02 142, el número de serie o de identificación del tipo de instrumento de medición del ozono tiene una longitud de cuatro caracteres. Tratándose de instrumentos Dobson japoneses debe((n) omitirse el (los) dígito((s) inicial(es).",Original
92,"Para distinguir claramente los casos de datos faltantes y de píxeles saturados, los datos de imagen de n bits deberían cifrarse utilizando una anchura de datos de n + 1. Si tal descriptor no está disponible ya en la Clase 30, debería utilizarse un descriptor de operación 2 01 YYY para modificar la anchura de datos de la entrada existente, si fuese necesario. I.2 – BUFR/CREX Tabla B/30 – 1",Original
93,"Para el descriptor 0 10 031 se han escogido ejes x, y y z negativos.",Original
94,"Para el descriptor 0 28 031 se han escogido ejes x, y y z negativos. I.2 – BUFR/CREX Tabla B/28 – 1",Original
95,"Para los descriptores 0 01 041, 0 01 042 y 0 01 043 se han escogido ejes x, y, y z negativos.",Original
96,"Para el descriptor 0 27 031 se han escogido ejes x, y y z negativos. I.2 – BUFR/CREX Tabla B/27 – 2",Original
98,Las tablas maestras están descritas en la nota 2 de la Sección 1 de las reglas BUFR (parte de la regla titulada “Especificación del contenido de octetos”).,Original
99,Se indicarán el viento máximo y el radio efectivo del viento máximo mediante las referencias 0 19 003 y 0 19 004.,Original
100,"La dirección media de las olas está dada por el ángulo α1, y la dirección principal de las olas por el ángulo α2, en la expresión S(f, alpha) es aproximadamente igual a: c11 × (0.5 + r1 × cos (alpha – alpha 1) + r2 × cos (2 (alpha – alpha 2))) / pi en la cual S(f, alpha) es el espectro direccional de las olas y c11 es el espectro no direccional; y la parte de la derecha de esta expresión son los dos primeros términos de la expansión de S(f, alpha) en serie de Fourier. Cuando las direcciones media y principal difieren entre sí de manera significativa (por ejemplo, en más de 15 grados) para una frecuencia dada, ello es indicio de mares cruzados.",Original
102,"Nivel de la señal mínimamente aceptable para procesar, por ejemplo, 0,005 V o 5 mV, o normalmente justo por encima del umbral mínimo de ruido del sensor.",Original
103,Residuo modificado calculado a partir del lugar de los sensores y la relación señal/ruido del relámpago. I.2 – BUFR/CREX Tabla B/25 – 10,Original
104,"Debería venir precedido del descriptor 0 08 090, posiblemente con operadores intermedios. El valor es 10x multiplicado por el valor cifrado, donde x es el valor asociado al descriptor 0 08 090 precedente. El valor cifrado es el valor real multiplicado por 10 –x.",Original
105,Para indicar períodos de tiempo o desplazamientos que preceden al tiempo definido actualmente se emplearán períodos de tiempo negativos o desplazamientos.,Original
107,"Información complementaria: 0 22 097 gama nominal de valores de entrada 0 – 10 000 0 22 098 gama nominal de valores de entrada 0 – 10 000 0 22 099 gama nominal de valores de entrada 0 – 359 0 22 100 gama nominal de valores de entrada 0 – 359 0 22 101 gama nominal de valores de entrada 0 – 2 x 106, pero podría ser mayor debido a la incertidumbre.",Original
110,Se asignarán valores negativos a los incrementos norte-sur.,Original
111,Nótese que el descriptor 0 02 140 es el ángulo azimutal medido en sentido sinistrorso desde el vector guía del satélite. I.2 – BUFR/CREX Tabla B/02 – 11 (Clase 02 – continuación),Original
113,Pueden desarrollarse otras aplicaciones del indicador de datos presentes. I.2 – BUFR/CREX Tabla B/31 – 1,Original
114,PWLR: regresión segmentada lineal cúbica. Se trata de un método de estimación óptima por primera aproximación.,Original
115,La anchura de datos de los píxeles puede cambiarse mediante el descriptor 2 01 YYY.,Original
116,"Con respecto a datos provenientes de estaciones basadas en tierra, este descriptor debería utilizarse solamente para datos archivados. Los descriptores 0 07 030 y 0 07 031 deberían utilizarse y preferirse para representar la elevación del suelo y la elevación del barómetro, respectivamente, según se define en Informes Meteorológicos (OMM-Nº 9), volumen A, Estaciones de observación. Con respecto a estaciones marinas, este descriptor se refiere a la altura sobre el nivel medio del mar del puente de la plataforma marina donde reposa el instrumento.",Original
117,"La altura representativa del sensor por encima de la estación es la altura, estándar de un sensor requerida por la documentación de la OMM. El valor del elemento meteorológico siguiente debería ajustarse mediante una fórmula. Por ejemplo, la altura estándar recomendada en la documentación de la OMM para los sensores de viento en superficie es 10 metros. Si el sensor se sitúa a una altura diferente, la velocidad del viento puede ajustarse mediante una fórmula. I.2 – BUFR/CREX Tabla B/07 – 3",Original
118,"Los descriptores de tiempo significativo presente o previsto (0 20 019) y de fenómenos meteorológicos recientes (0 20 020) se usarán de conformidad con la Tabla de cifrado 4678 (referencia: Manual de claves (OMM-Nº 306), volumen I.1).",Original
119,"Los dos índices de elevación (0 13 042 y 0 13 043) se definen como diferencias de temperaturas, pudiendo dar resultados negativos, si bien la unidad elegida en ambos casos es el grado Kelvin; de ahí que el valor de referencia sea diferente de cero.",Original
120,"La cubierta de nieve se indicará para cada píxel satelital como porcentaje de cobertura del píxel. No parece factible tratar de utilizar el descriptor existente 0 20 062 con tal fin porque el uso de ese descriptor implica además detalles sobre, por ejemplo, ventiscas de nieve, nieve húmeda comparada con nieve seca, etc., que un satélite no puede evidentemente detectar con exactitud.",Original
121,"En relación con determinados elementos de esta clase, pueden consignarse algunas indicaciones sobre la precisión prevista.",Original
122,Se asignarán valores negativos a la latitud sur.,Original
123,Se asignarán valores positivos a los componentes v en sentido sur–norte.,Original
124,"Cuadrado del ángulo de desviación del nadir contabilizado a partir de parámetros derivados en forma de onda Ku, unidad 10 –4 grado2, valor mínimo común 0, valor común 900. I.2 – BUFR/CREX Tabla B/02 – 12",Original
125,La posición fija de un buque se indicará mediante el descriptor 0 01 012 establecido en 0 y el descriptor 0 01 013 establecido en 0. La ruta de un buque desconocido (D s = 9) se indicará mediante 0 01 012 establecido en 509. I.2 – BUFR/CREX Tabla B/01 – 8,Original
126,"Los informes sobre la dirección del viento de superficie resultantes de mediciones dentro del 1° del Polo Norte o del Polo Sur se notificarán de manera que el cero de su acimut esté alineado, coincidiendo con los 0° del meridiano de Greenwich. I.2 – BUFR/CREX Tabla B/11 – 6",Original
127,"El “factor de repetición diferida del descriptor y los datos” se aplica para el cifrado de coordenada diferencial (por ejemplo para la exploración de una imagen). Especifica un valor N que se aplica tanto al descriptor como a los datos, es decir, que el valor del elemento simple definido por el descriptor siguiente se repite N veces (a intervalos ya especificados).",Original
128,"La “ondulación del geoide” es la diferencia entre el elipsoide de referencia (WGS-84) y la altura del geoide (EGM96) en el lugar geográfico de la observación, ambos referenciados con respecto al centro de masa de la Tierra. I.2 – BUFR/CREX Tabla B/10 – 4",Original
129,"El “Índice modificado de estabilidad de Showalter” se define como la diferencia de temperatura entre la temperatura ambiente a 500 hPa y la temperatura que tendrá una partícula de aire, inicialmente a un nivel de base seleccionado si se extrajese de su nivel de condensación para llevarla a la superficie de 500 hPa mediante un proceso adiabático del aire saturado. Los valores positivos denotan condiciones estables y los valores negativos condiciones inestables. El nivel de base es 850 hPa, 800 hPa o 750 hPa si la elevación de la estación es inferior a 1000, 1000 a 1400 o 1401 a 2000 gpm por encima del nivel medio del mar, respectivamente.",Original
130,"El “índice de elevación de una partícula” (según la definición del Vocabulario Meteorológico Internacional (OMM–Nº 182)) se define como la diferencia entre la temperatura ambiente a 500 hPa (T500) y la de una partícula de aire en superficie (Tpartícula) elevada por el proceso adiabático del aire seco o del aire húmedo saturado. Hay inestabilidad cuando el resultado de la diferencia T500 – Tpartícula es negativo. El “índice de elevación óptimo” se define como el índice que representa la mayor inestabilidad en un conjunto de índices de elevación de una partícula, donde el estado inicial de la partícula se define como un conjunto de capas superpuestas de 30 hPa de grosor y la capa más baja está situada en la superficie. En general se utilizan para el cálculo de cuatro a seis capas.",Original
131,El significado real de esta cantidad puede obtenerse en el centro de origen de los datos.,Original
132,Se puede utilizar la latitud alterna cuando el cálculo de la posición nos da varias soluciones y a priori no hay modo de distinguir entre ellas.,Original
133,Se puede utilizar la longitud alterna cuando el cálculo de la posición nos da diversas soluciones y a priori no hay modo de distinguir entre ellas.,Original
134,"Los componentes de la velocidad absoluta de la plataforma (0 01 041, 0 01 042, 0 01 043) se definen de la manera siguiente: – Primer componente: desde el centro de la Tierra hasta 0 grados de longitud en el ecuador: velocidad de la plataforma a lo largo de esta línea con relación al centro de la Tierra. – Segundo componente: desde el centro de la Tierra hasta 90 grados de longitud Este en el ecuador: velocidad de la plataforma a lo largo de esta línea con relación al centro de la Tierra. – Tercer componente: desde el centro de la Tierra hasta el Polo Norte: velocidad de la plataforma a lo largo de esta línea con relación al centro de la Tierra.",Original
135,"La anchura de datos de 12 bits del descriptor 0 20 038, es mayor de lo necesario. Basta con 9 bits, como para todas las demás cantidades expresadas en “grados verdaderos”. No obstante, se ha mantenido una anchura de 12 bits para uniformar los datos. Asimismo, una orientación del valor 0 del borde del hielo indicará “Buque en el canal costero o en el canal agrietado”.",Original
136,"Descriptores 0 22 001, 0 22 002, 0 22 003: la dirección indicada en estos apartados de datos es aquélla de donde provienen las olas",Original
137,La ola dominante es la que posee la energía máxima en el espectro de energía.,Original
138,El radio real de la característica se definirá en función del radio de la isobara de 1000 hPa al nivel medio del mar.,Original
139,"La profundidad máxima del despliegue de tsunámetros de océano profundo, como los de evaluación e información sobre tsunamis del océano profundo (DART II) del PMEL es de aproximadamente 6 000 m.",Original
140,El tamaño del píxel en la horizontal – 1 está dado por la posición donde el factor de escala del mapa es igual a la unidad.,Original
141,El tamaño del píxel en la horizontal – 2 está dado por la posición donde el factor de escala del mapa es igual a la unidad.,Original
142,"La refractividad, N, está relacionada con el índice de refracción n mediante la fórmula N = 106 (n - 1). Por consiguiente, N carece de dimensiones, pero los valores calculados mediante la fórmula se expresan convencionalmente en “unidades N”.",Original
143,El contador de ubicación de los satélites se calcula como sigue: = número de superbanda x 1 000 + número de casilla x 10 + número de minicasilla.,Original
144,La dimensión de la sububicación de los satélites se calcula como sigue: dimensión = dimensión de minicasilla + dimensión de casilla donde: dimensión de minicasilla = líneas x 1000 + puntos x 100 dimensión de casilla = líneas x 10 + puntos. I.2 – BUFR/CREX Tabla B/27 – 1 (Clase 27 – continuación),Original
145,La significación de los períodos o desplazamientos de tiempo se puede indicar utilizando la clave de significación del tiempo correspondiente a la referencia de tabla 0 08 021.,Original
146,La altura significativa de las olas se define como el cuádruplo de la raíz cuadrada del espectro de energía integrado sobre la dirección y la frecuencia. Corresponde aproximadamente a la altura rebasada por un tercio del conjunto de las olas.,Original
147,El factor de persistencia del viento (descriptor 0 11 019) es la razón entre la velocidad del vector del viento medio mensual y la velocidad del viento escalar medio mensual expresada como porcentaje. Se redondea al porcentaje entero más cercano.,Original
148,"El identificador de tormenta (descriptor 0 01 025) tiene este significado: los dos primeros caracteres serán un número de secuencia numérica asignado por el originador del mensaje; el tercer carácter será una letra que indica la cuenca oceánica donde está situada la tormenta, de la forma siguiente: W Noroeste del océano Pacífico E Noreste del océano Pacífico, hasta el meridiano 140° W C Noreste del océano Pacífico, entre los meridianos 140° W y 180° W L Norte del océano Atlántico, incluidos el mar Caribe y el golfo de México A Norte del mar Arábigo B Golfo de Bengala S Sur del océano Índico P Sur del océano Pacífico F CMRE en el área de Nadi en el Pacífico Sur U Australia O Mar de China meridional T Mar de China oriental No es necesario que los diversos observadores coordinen los números de secuencia, a pesar de que ellos pueden comunicar la misma tormenta.",Original
149,"La localización del tiempo, cuando se utiliza con valores de predicción, indicará la hora del estado inicial de la predicción o el comienzo del período de predicción; cuando se utilice con promedios de conjunto de valores de predicción, la localización del tiempo indicará el estado inicial o el comienzo de la primera predicción de las que se obtienen los valores medios de conjunto",Original
150,El valor para el descriptor 0 10 031 ha sido escogido para adecuarse a satélites en órbita polar en órbitas aproximadamente heliosincrónicas. Órbitas geoestacionarias requerirían una anchura de datos mayor para la distancia y ligeramente menor para la velocidad.,Original
151,El valor para el descriptor 0 27 031 ha sido escogido para adecuarse a satélites en órbita polar en órbitas aproximadamente heliosincrónicas. Las órbitas geoestacionarias requerirían una anchura de datos mayor para la distancia y ligeramente menor para la velocidad.,Original
152,El valor para el descriptor 0 28 031 ha sido escogido para adecuarse a satélites en órbita polar en órbitas aproximadamente heliosincrónicas. Las órbitas geoestacionarias requerirían una anchura de datos mayor para la distancia y ligeramente menor para la velocidad.,Original
153,El valor de este elemento podría ser una serie de caracteres que contiene el nombre del modelo y otros elementos útiles tales como la malla del modelo.,Original
154,"Los valores para los descriptores 0 01 041, 0 01 042 y 0 01 043 han sido seleccionados para que convengan a satélites en órbita polar en órbitas aproximadamente heliosincrónicas. Las órbitas geoestacionarias requerirían una anchura de datos mayor para la distancia y ligeramente menor para la velocidad.",Original
155,Esta clase también puede contener elementos relativos a los procedimientos de observación.,Original
156,Esta clase incluirá elementos que describen los instrumentos que se utilizan para obtener los elementos meteorológicos transmitidos.,Original
157,"Esta constante se define como sigue: Z = P + constante radar donde / Z = reflectividad del objetivo en la dirección del haz (dBZ) / P = potencia a la entrada del receptor por encima de 1 mW (dBm) / Esta constante se emplea para normalizar la señal, para un alcance equivalente a 100 km.",Original
