ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/21/069/5,021069,Данные о достоверности продукции ТПМ,5,"Идентификация облаков с использованием теста облака посредством гистограммы коэффициента отражения 1,6 мкм",,,,,Operational,PDF
bufr4/0/21/069/6,021069,Данные о достоверности продукции ТПМ,6,"Динамический порог, используемый для теста облака посредством гистограммы коэффициента отражения 1,6 мкм",,,,,Operational,PDF
bufr4/0/21/069/7,021069,Данные о достоверности продукции ТПМ,7,"Солнечное отражение, обнаруженное посредством теста облаков с коэффициентом отражения 1,6 мкм",,,,,Operational,PDF
bufr4/0/21/069/8,021069,Данные о достоверности продукции ТПМ,8,"Канал 3,7 мкм, используемый для поиска данных о температуре поверхности моря",,,,,Operational,PDF
bufr4/0/21/069/9,021069,Данные о достоверности продукции ТПМ,9,"Дневные данные, используемые для расчета температуры поверхности моря (ночные данные в случае нуля)",,,,,Operational,PDF
bufr4/0/21/069/All-10,021069,Данные о достоверности продукции ТПМ,Все 10,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/070/1,021070,Данные о достоверности продукции по ТПМ (SADIST-2),1,"Ячейка 1: ТПМ только по надирному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/2,021070,Данные о достоверности продукции по ТПМ (SADIST-2),2,"Ячейка 2: ТПМ только по надирному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/3,021070,Данные о достоверности продукции по ТПМ (SADIST-2),3,"Ячейка 3: ТПМ только по надирному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/4,021070,Данные о достоверности продукции по ТПМ (SADIST-2),4,"Ячейка 4: ТПМ только по надирному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/5,021070,Данные о достоверности продукции по ТПМ (SADIST-2),5,"Ячейка 5: ТПМ только по надирному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/6,021070,Данные о достоверности продукции по ТПМ (SADIST-2),6,"Ячейка 6: ТПМ только по надирному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/7,021070,Данные о достоверности продукции по ТПМ (SADIST-2),7,"Ячейка 7: ТПМ только по надирному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/8,021070,Данные о достоверности продукции по ТПМ (SADIST-2),8,"Ячейка 2: ТПМ только по надирному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/9,021070,Данные о достоверности продукции по ТПМ (SADIST-2),9,"Ячейка 9: ТПМ только по надирному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/10,021070,Данные о достоверности продукции по ТПМ (SADIST-2),10,"Ячейка 1: ТПМ по двойному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/11,021070,Данные о достоверности продукции по ТПМ (SADIST-2),11,"Ячейка 2: ТПМ по двойному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/12,021070,Данные о достоверности продукции по ТПМ (SADIST-2),12,"Ячейка 3: ТПМ по двойному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/13,021070,Данные о достоверности продукции по ТПМ (SADIST-2),13,"Ячейка 4: ТПМ по двойному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/14,021070,Данные о достоверности продукции по ТПМ (SADIST-2),14,"Ячейка 5: ТПМ по двойному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/15,021070,Данные о достоверности продукции по ТПМ (SADIST-2),15,"Ячейка 6: ТПМ по двойному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/16,021070,Данные о достоверности продукции по ТПМ (SADIST-2),16,"Ячейка 7: ТПМ по двойному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/17,021070,Данные о достоверности продукции по ТПМ (SADIST-2),17,"Ячейка 8: ТПМ по двойному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/18,021070,Данные о достоверности продукции по ТПМ (SADIST-2),18,"Ячейка 9: ТПМ по двойному изображению c использованием канала 3,7 микрона",,,,,Operational,PDF
bufr4/0/21/070/19,021070,Данные о достоверности продукции по ТПМ (SADIST-2),19,"Надирное изображение содержит данные за светлое время суток (за темное время суток, если равно 0)",,,,,Operational,PDF
bufr4/0/21/070/20,021070,Данные о достоверности продукции по ТПМ (SADIST-2),20,"Изображение впереди и по ходу спутника содержит данные за светлое время суток (за темное время суток, если равно 0)",,,,,Operational,PDF
bufr4/0/21/070/21,021070,Данные о достоверности продукции по ТПМ (SADIST-2),21,"Запись содержит информацию из приборных сканирований, полученных когда для платформы ERS не используется режим управления рысканием",,,,,Operational,PDF
bufr4/0/21/070/22,021070,Данные о достоверности продукции по ТПМ (SADIST-2),22,"Запись содержит информацию из приборных сканирований, для которых данные о достоверности продукции указывают на плохое или неизвестное качество",,,,,Operational,PDF
bufr4/0/21/070/All-23,021070,Данные о достоверности продукции по ТПМ (SADIST-2),Все 23,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/072/1,021072,Статус калибровки альтиметра на спутнике,1,"Коррекция ошибки высоты, применяемая вместо калибровки разомкнутого контура",,,,,Operational,PDF
bufr4/0/21/072/2,021072,Статус калибровки альтиметра на спутнике,2,"Микроволновый зонд, используемый для коррекции тропопаузы",,,,,Operational,PDF
bufr4/0/21/072/3,021072,Статус калибровки альтиметра на спутнике,3,"Коррекция автоматической регулировки усиления, применяемая вместо калибровки разомкнутого контура",,,,,Operational,PDF
bufr4/0/21/072/All-4,021072,Статус калибровки альтиметра на спутнике,Все 4,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/073/1,021073,Режим спутникового альтиметра,1,Регистрация пустых данных,,,,,Operational,PDF
bufr4/0/21/073/2,021073,Режим спутникового альтиметра,2,Тест,,,,,Operational,PDF
bufr4/0/21/073/3,021073,Режим спутникового альтиметра,3,Калибровка (замкнутый контур),,,,,Operational,PDF
bufr4/0/21/073/4,021073,Режим спутникового альтиметра,4,BITE,,,,,Operational,PDF
bufr4/0/21/073/5,021073,Режим спутникового альтиметра,5,Получение данных о льде,,,,,Operational,PDF
bufr4/0/21/073/6,021073,Режим спутникового альтиметра,6,Получение данных об океане,,,,,Operational,PDF
bufr4/0/21/073/7,021073,Режим спутникового альтиметра,7,Поиск данных о льде,,,,,Operational,PDF
bufr4/0/21/073/8,021073,Режим спутникового альтиметра,8,Поиск данных об океане,,,,,Operational,PDF
bufr4/0/21/073/All-9,021073,Режим спутникового альтиметра,Все 9,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/076/0,021076,Представление интенсивностей,0,Линейное,,,,,Operational,PDF
bufr4/0/21/076/1,021076,Представление интенсивностей,1,Логарифмическое (основание е),,,,,Operational,PDF
bufr4/0/21/076/2,021076,Представление интенсивностей,2,Логарифмическое (основание 10),,,,,Operational,PDF
bufr4/0/21/076/3-6,021076,Представление интенсивностей,3-6,Зарезервированы,,,,,Operational,PDF
bufr4/0/21/076/7,021076,Представление интенсивностей,7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/109/1,021109,Качество ячейки векторов ветра по измерениям SEAWINDS,1,Значение параметра достаточно хорошее для получения параметров ветра,,,,,Operational,PDF
bufr4/0/21/109/2,021109,Качество ячейки векторов ветра по измерениям SEAWINDS,2,Плохая разница по азимуту между параметрами сигма-0 для получения значений ветра,,,,,Operational,PDF
bufr4/0/21/109/3-7,021109,Качество ячейки векторов ветра по измерениям SEAWINDS,3-7,Зарезервированы,,,,,Operational,PDF
bufr4/0/21/109/8,021109,Качество ячейки векторов ветра по измерениям SEAWINDS,8,Некоторая часть ячейки с векторами ветра находится над сушей,,,,,Operational,PDF
bufr4/0/21/109/9,021109,Качество ячейки векторов ветра по измерениям SEAWINDS,9,Некоторая часть ячейки векторов ветра находится над льдом,,,,,Operational,PDF
bufr4/0/21/109/10,021109,Качество ячейки векторов ветра по измерениям SEAWINDS,10,Получение параметра ветра не выполнялось для ячейки векторов ветра,,,,,Operational,PDF
bufr4/0/21/109/11,021109,Качество ячейки векторов ветра по измерениям SEAWINDS,11,Сообщаемая скорость ветра превышает 30 м·с⁻¹,,,,,Operational,PDF
bufr4/0/21/109/12,021109,Качество ячейки векторов ветра по измерениям SEAWINDS,12,Сообщаемая скорость ветра меньше или равна 3 м·с⁻¹,,,,,Operational,PDF
bufr4/0/21/109/13-16,021109,Качество ячейки векторов ветра по измерениям SEAWINDS,13-16,Зарезервированы,,,,,Operational,PDF
bufr4/0/21/109/All-17,021109,Качество ячейки векторов ветра по измерениям SEAWINDS,Все 17,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/115/1,021115,Качество параметра сигма-0 по измерениям SEAWINDS,1,Измерение сигма-0 непригодно для использования,,,,,Operational,PDF
bufr4/0/21/115/2,021115,Качество параметра сигма-0 по измерениям SEAWINDS,2,Отношение сигнал-шум является низким,,,,,Operational,PDF
bufr4/0/21/115/3,021115,Качество параметра сигма-0 по измерениям SEAWINDS,3,Параметр сигма-0 является отрицательным,,,,,Operational,PDF
bufr4/0/21/115/4,021115,Качество параметра сигма-0 по измерениям SEAWINDS,4,Параметр сигма-0 лежит вне приемлемого интервала,,,,,Operational,PDF
bufr4/0/21/115/5,021115,Качество параметра сигма-0 по измерениям SEAWINDS,5,Качество импульсов скаттерометра неприемлемо,,,,,Operational,PDF
bufr4/0/21/115/6,021115,Качество параметра сигма-0 по измерениям SEAWINDS,6,Алгоритм определения местоположения ячейки сигма-0 не сходится,,,,,Operational,PDF
bufr4/0/21/115/7,021115,Качество параметра сигма-0 по измерениям SEAWINDS,7,Сдвиг частоты лежит вне пределов таблицы фактора x,,,,,Operational,PDF
bufr4/0/21/115/8,021115,Качество параметра сигма-0 по измерениям SEAWINDS,8,Температура спутника находится вне пределов коэффициента калибровки,,,,,Operational,PDF
bufr4/0/21/115/9,021115,Качество параметра сигма-0 по измерениям SEAWINDS,9,Записи высоты были сочтены неприменимыми для данного значения сигма-0,,,,,Operational,PDF
bufr4/0/21/115/10,021115,Качество параметра сигма-0 по измерениям SEAWINDS,10,Интерполированные данные эфемеридов неприемлемы для данного параметра сигма-0,,,,,Operational,PDF
bufr4/0/21/115/11-16,021115,Качество параметра сигма-0 по измерениям SEAWINDS,11-16,Зарезервированы,,,,,Operational,PDF
bufr4/0/21/115/All-17,021115,Качество параметра сигма-0 по измерениям SEAWINDS,Все 17,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/116/1,021116,Режим параметра сигма-0 по измерениям SEAWINDS,1,Флаг импульса калибровки/измерения (1),,,,,Operational,PDF
bufr4/0/21/116/2,021116,Режим параметра сигма-0 по измерениям SEAWINDS,2,Флаг импульса калибровки/измерения (2),,,,,Operational,PDF
bufr4/0/21/116/3,021116,Режим параметра сигма-0 по измерениям SEAWINDS,3,Луч внешней антенны,,,,,Operational,PDF
bufr4/0/21/116/4,021116,Режим параметра сигма-0 по измерениям SEAWINDS,4,Ячейка параметра сигма-0 находится позади спутника,,,,,Operational,PDF
bufr4/0/21/116/5,021116,Режим параметра сигма-0 по измерениям SEAWINDS,5,Текущий режим (1),,,,,Operational,PDF
bufr4/0/21/116/6,021116,Режим параметра сигма-0 по измерениям SEAWINDS,6,Текущий режим (2),,,,,Operational,PDF
bufr4/0/21/116/7,021116,Режим параметра сигма-0 по измерениям SEAWINDS,7,Эффективная ширина пропускного устройства — послойное разрешение (1),,,,,Operational,PDF
bufr4/0/21/116/8,021116,Режим параметра сигма-0 по измерениям SEAWINDS,8,Эффективная ширина пропускного устройства — послойное разрешение (2),,,,,Operational,PDF
bufr4/0/21/116/9,021116,Режим параметра сигма-0 по измерениям SEAWINDS,9,Эффективная ширина пропускного устройства — послойное разрешение (3),,,,,Operational,PDF
bufr4/0/21/116/10,021116,Режим параметра сигма-0 по измерениям SEAWINDS,10,Режим низкого разрешения — данные по целому импульсу,,,,,Operational,PDF
bufr4/0/21/116/11,021116,Режим параметра сигма-0 по измерениям SEAWINDS,11,Электронная подсистема В скаттерометра,,,,,Operational,PDF
bufr4/0/21/116/12,021116,Режим параметра сигма-0 по измерениям SEAWINDS,12,"Альтернативная скорость вращения — 19,8 оборотов в минуту",,,,,Operational,PDF
bufr4/0/21/116/13,021116,Режим параметра сигма-0 по измерениям SEAWINDS,13,Защита приемника включена,,,,,Operational,PDF
bufr4/0/21/116/14,021116,Режим параметра сигма-0 по измерениям SEAWINDS,14,Количество слоев на композитный флаг (1),,,,,Operational,PDF
bufr4/0/21/116/15,021116,Режим параметра сигма-0 по измерениям SEAWINDS,15,Количество слоев на композитный флаг (2),,,,,Operational,PDF
bufr4/0/21/116/16,021116,Режим параметра сигма-0 по измерениям SEAWINDS,16,Количество слоев на композитный флаг (3),,,,,Operational,PDF
bufr4/0/21/116/All-17,021116,Режим параметра сигма-0 по измерениям SEAWINDS,Все 17,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/119/0,021119,Функция геофизической модели ветрового скаттерометра,0,Зарезервировано,,,,,Operational,PDF
bufr4/0/21/119/1,021119,Функция геофизической модели ветрового скаттерометра,1,SASS,,,,,Operational,PDF
bufr4/0/21/119/2,021119,Функция геофизической модели ветрового скаттерометра,2,SASS2,,,,,Operational,PDF
bufr4/0/21/119/3,021119,Функция геофизической модели ветрового скаттерометра,3,NSCAT0,,,,,Operational,PDF
bufr4/0/21/119/4,021119,Функция геофизической модели ветрового скаттерометра,4,NSCAT1,,,,,Operational,PDF
bufr4/0/21/119/5,021119,Функция геофизической модели ветрового скаттерометра,5,NSCAT2,,,,,Operational,PDF
bufr4/0/21/119/6,021119,Функция геофизической модели ветрового скаттерометра,6,QSCAT0,,,,,Operational,PDF
bufr4/0/21/119/7,021119,Функция геофизической модели ветрового скаттерометра,7,QSCAT1,,,,,Operational,PDF
bufr4/0/21/119/8-30,021119,Функция геофизической модели ветрового скаттерометра,8-30,Зарезервированы,,,,,Operational,PDF
bufr4/0/21/119/31,021119,Функция геофизической модели ветрового скаттерометра,31,CMOD1,,,,,Operational,PDF
bufr4/0/21/119/32,021119,Функция геофизической модели ветрового скаттерометра,32,CMOD2,,,,,Operational,PDF
bufr4/0/21/119/33,021119,Функция геофизической модели ветрового скаттерометра,33,CMOD3,,,,,Operational,PDF
bufr4/0/21/119/34,021119,Функция геофизической модели ветрового скаттерометра,34,CMOD4,,,,,Operational,PDF
bufr4/0/21/119/35,021119,Функция геофизической модели ветрового скаттерометра,35,CMOD5,,,,,Operational,PDF
bufr4/0/21/119/36-62,021119,Функция геофизической модели ветрового скаттерометра,36-62,Зарезервированы,,,,,Operational,PDF
bufr4/0/21/119/63,021119,Функция геофизической модели ветрового скаттерометра,63,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/144/1,021144,Флаг дождя при работе альтиметра,1,Дождь,,,,,Operational,PDF
bufr4/0/21/144/All-2,021144,Флаг дождя при работе альтиметра,Все 2,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/148/1,021148,Флаг отклонения заднего фронта импульса,1,Не кратковременное отклонение,,,,,Operational,PDF
bufr4/0/21/148/2,021148,Флаг отклонения заднего фронта импульса,2,Кратковременное отклонение,,,,,Operational,PDF
bufr4/0/21/148/3-8,021148,Флаг отклонения заднего фронта импульса,3-8,Зарезервированы,,,,,Operational,PDF
bufr4/0/21/148/All-9,021148,Флаг отклонения заднего фронта импульса,Все 9,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/150/0,021150,Совместное положение луча,0,Данные с одной наземной станции (нет совместного положения),,,,,Operational,PDF
bufr4/0/21/150/1,021150,Совместное положение луча,1,Данные со многих наземных станций (данные совместного положения),,,,,Operational,PDF
bufr4/0/21/150/2,021150,Совместное положение луча,2,Зарезервировано,,,,,Operational,PDF
bufr4/0/21/150/3,021150,Совместное положение луча,3,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/155/1,021155,Качество ячейки векторов ветра,1,Значение параметра сигма-0 недостаточно хорошее для получения параметров ветра,,,,,Operational,PDF
bufr4/0/21/155/2,021155,Качество ячейки векторов ветра,2,Плохая разница по азимуту между параметрами сигма-0 для получения параметров ветра,,,,,Operational,PDF
bufr4/0/21/155/3,021155,Качество ячейки векторов ветра,3,Любое содержание шумов луча больше порогового значения,,,,,Operational,PDF
bufr4/0/21/155/4,021155,Качество ячейки векторов ветра,4,Мониторинг продукции не используется,,,,,Operational,PDF
bufr4/0/21/155/5,021155,Качество ячейки векторов ветра,5,Флаг мониторинга продукции,,,,,Operational,PDF
bufr4/0/21/155/6,021155,Качество ячейки векторов ветра,6,Не удовлетворяет контролю качества КНМИ,,,,,Operational,PDF
bufr4/0/21/155/7,021155,Качество ячейки векторов ветра,7,Не удовлетворяет вариационному контролю качества,,,,,Operational,PDF
bufr4/0/21/155/8,021155,Качество ячейки векторов ветра,8,Некоторая часть ячейки векторов ветра находится над сушей,,,,,Operational,PDF
bufr4/0/21/155/9,021155,Качество ячейки векторов ветра,9,Некоторая часть ячейки ветров ветра находится над льдом,,,,,Operational,PDF
bufr4/0/21/155/10,021155,Качество ячейки векторов ветра,10,Получение параметра ветра не выполнялось для ячейки векторов ветра,,,,,Operational,PDF
bufr4/0/21/155/11,021155,Качество ячейки векторов ветра,11,Сообщаемая скорость ветра превышает 30 м/с,,,,,Operational,PDF
bufr4/0/21/155/12,021155,Качество ячейки векторов ветра,12,Сообщаемая скорость ветра меньше или равна 3 м/с,,,,,Operational,PDF
bufr4/0/21/155/13,021155,Качество ячейки векторов ветра,13,Флаг дождя для ячейки векторов ветра непригоден для использования,,,,,Operational,PDF
bufr4/0/21/155/14,021155,Качество ячейки векторов ветра,14,Алгоритм флага дождя обнаруживает дождь,,,,,Operational,PDF
bufr4/0/21/155/15,021155,Качество ячейки векторов ветра,15,Метеорологическая справочная информация не использовалась,,,,,Operational,PDF
bufr4/0/21/155/16,021155,Качество ячейки векторов ветра,16,Данные являются излишними,,,,,Operational,PDF
bufr4/0/21/155/17-23,021155,Качество ячейки векторов ветра,17-23,Зарезервированы,,,,,Operational,PDF
bufr4/0/21/155/All-24,021155,Качество ячейки векторов ветра,Все 24,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/158/0,021158,Расчетное качество Kp ASCAT,0,Приемлемое,,,,,Operational,PDF
bufr4/0/21/158/1,021158,Расчетное качество Kp ASCAT,1,Неприемлемое,,,,,Operational,PDF
bufr4/0/21/158/2,021158,Расчетное качество Kp ASCAT,2,Зарезервировано,,,,,Operational,PDF
bufr4/0/21/158/3,021158,Расчетное качество Kp ASCAT,3,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/159/0,021159,Используемость параметра сигма-0 ASCAT,0,Хорошая,,,,,Operational,PDF
bufr4/0/21/159/1,021159,Используемость параметра сигма-0 ASCAT,1,Использование возможно,,,,,Operational,PDF
bufr4/0/21/159/2,021159,Используемость параметра сигма-0 ASCAT,2,Плохая,,,,,Operational,PDF
bufr4/0/21/159/3,021159,Используемость параметра сигма-0 ASCAT,3,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/21/169/0,021169,Указатель наличия льда,0,Лед отсутствует,,,,,Operational,PDF
bufr4/0/21/169/1,021169,Указатель наличия льда,1,Лед присутствует,,,,,Operational,PDF
bufr4/0/21/169/2,021169,Указатель наличия льда,2,Зарезервировано,,,,,Operational,PDF
bufr4/0/21/169/3,021169,Указатель наличия льда,3,Отсутствующее значение,,,,,Operational,PDF
