ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/22/123/8-30,022123,Ручной контроль метеорологических данных станцией наблюдения за приливами,8-30,Зарезервированы,,,,,Operational,PDF
bufr4/0/22/123/31,022123,Ручной контроль метеорологических данных станцией наблюдения за приливами,31,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/22/178/0,022178,Тип устройства для спуска ОБТ/ОПТГ,0,Неизвестно,,,,,Operational,PDF
bufr4/0/22/178/1,022178,Тип устройства для спуска ОБТ/ОПТГ,1,"Спускатель LM-2A, смонтированный на палубе",,,,,Operational,PDF
bufr4/0/22/178/2,022178,Тип устройства для спуска ОБТ/ОПТГ,2,Переносной спускатель LM-3A,,,,,Operational,PDF
bufr4/0/22/178/3,022178,Тип устройства для спуска ОБТ/ОПТГ,3,"Спускатель LM-4A, смонтированный на корпусе",,,,,Operational,PDF
bufr4/0/22/178/4-9,022178,Тип устройства для спуска ОБТ/ОПТГ,4-9,Зарезервированы,,,,,Operational,PDF
bufr4/0/22/178/10,022178,Тип устройства для спуска ОБТ/ОПТГ,10,Автоматический спускатель AL-12 TSK (до 12 спусков),,,,,Operational,PDF
bufr4/0/22/178/11-19,022178,Тип устройства для спуска ОБТ/ОПТГ,11-19,Зарезервированы,,,,,Operational,PDF
bufr4/0/22/178/20,022178,Тип устройства для спуска ОБТ/ОПТГ,20,Автоматический спускатель SIO XBT (до 6 спусков),,,,,Operational,PDF
bufr4/0/22/178/21-29,022178,Тип устройства для спуска ОБТ/ОПТГ,21-29,Зарезервированы,,,,,Operational,PDF
bufr4/0/22/178/30,022178,Тип устройства для спуска ОБТ/ОПТГ,30,Автоматический спускатель AOML XBT V6 (до 6 спусков Deep Blue),,,,,Operational,PDF
bufr4/0/22/178/31,022178,Тип устройства для спуска ОБТ/ОПТГ,31,Автоматический спускатель AOML XBT V8.0 (до 8 спусков Deep Blue),,,,,Operational,PDF
bufr4/0/22/178/32,022178,Тип устройства для спуска ОБТ/ОПТГ,32,Автоматический спускатель AOML XBT V8.1 (до 8 спусков Deep Blue и Fast Deep),,,,,Operational,PDF
bufr4/0/22/178/33-89,022178,Тип устройства для спуска ОБТ/ОПТГ,33-89,Зарезервированы,,,,,Operational,PDF
bufr4/0/22/178/90,022178,Тип устройства для спуска ОБТ/ОПТГ,90,Автоматический спускатель CSIRO Devil,,,,,Operational,PDF
bufr4/0/22/178/91-99,022178,Тип устройства для спуска ОБТ/ОПТГ,91-99,Зарезервированы,,,,,Operational,PDF
bufr4/0/22/178/100,022178,Тип устройства для спуска ОБТ/ОПТГ,100,Автоматический спускатель MFSTEP (Средиземное море),,,,,Operational,PDF
bufr4/0/22/178/101-254,022178,Тип устройства для спуска ОБТ/ОПТГ,101-254,Зарезервированы,,,,,Operational,PDF
bufr4/0/22/178/255,022178,Тип устройства для спуска ОБТ/ОПТГ,255,Отсутствующее значение,,,,,Operational,PDF
