ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source,
bufr4/3/16/002/15/007002,16,Категория 16 — Последовательности синоптических характеристик,316002,(Заголовок),,007002,Высота или абсолютная высота,Эшелон полета (верхняя граница слоя),,,Operational,PDF,
bufr4/3/16/003/1/110000,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,110000,Повторение с задержкой 10 дескрипторов,,,,Operational,PDF,
bufr4/3/16/003/2/031001,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/003/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,008011,Метеорологическая характеристика,Величина для струйного течения,,,Operational,PDF,
bufr4/3/16/003/4/008007,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,008007,Значимость размера,Величина для строки,,,Operational,PDF,
bufr4/3/16/003/5/104000,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,104000,Повторение с задержкой 4 дескрипторов,,,,Operational,PDF,
bufr4/3/16/003/6/031001,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/003/7/005002,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,005002,Широта (низкая точность),,,,Operational,PDF,
bufr4/3/16/003/8/006002,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,006002,Долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/003/9/010002,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,010002,Высота,Эшелон полета,,,Operational,PDF,
bufr4/3/16/003/10/011002,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,011002,Скорость ветра,,,,Operational,PDF,
bufr4/3/16/003/11/008007,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,008007,Значимость размера,Отмена,,,Operational,PDF,
bufr4/3/16/003/12/008011,16,Категория 16 — Последовательности синоптических характеристик,316003,(прогноз),,008011,Метеорологическая характеристика,Отмена | Конец объекта,,,Operational,PDF,
bufr4/3/16/004/1/111000,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,111000,Повторение с задержкой 11 дескрипторов,,,,Operational,PDF,
bufr4/3/16/004/2/031001,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/004/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,008011,Метеорологическая характеристика,Величина для турбулентности,,,Operational,PDF,
bufr4/3/16/004/4/008007,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,008007,Значимость размера,Величина для зоны,,,Operational,PDF,
bufr4/3/16/004/5/007002,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,007002,Высота или абсолютная высота,Эшелон полета (нижняя граница слоя),,,Operational,PDF,
bufr4/3/16/004/6/007002,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,007002,Высота или абсолютная высота,Эшелон полета (верхняя граница слоя),,,Operational,PDF,
bufr4/3/16/004/7/102000,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,102000,Повторение с задержкой 2 дескрипторов,,,,Operational,PDF,
bufr4/3/16/004/8/031001,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/004/9/005002,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,005002,Широта (низкая точность),,,,Operational,PDF,
bufr4/3/16/004/10/006002,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,006002,Долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/004/11/011031,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,011031,Степень турбулентности,,(см. примечание 1),20,Operational,PDF,
bufr4/3/16/004/12/008007,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,008007,Значимость размера,Отмена,,,Operational,PDF,
bufr4/3/16/004/13/008011,16,Категория 16 — Последовательности синоптических характеристик,316004,(Турбулентность),,008011,Метеорологическая характеристика,Отмена | Конец объекта (Шторм),,,Operational,PDF,
bufr4/3/16/005/1/108000,16,Категория 16 — Последовательности синоптических характеристик,316005,(нижняя граница слоя),,108000,Повторение с задержкой 8 дескрипторов,,,,Operational,PDF,
bufr4/3/16/005/2/031001,16,Категория 16 — Последовательности синоптических характеристик,316005,(нижняя граница слоя),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/005/3/008005,16,Категория 16 — Последовательности синоптических характеристик,316005,(нижняя граница слоя),,008005,Значимость метеорологической характеристики,Центр шторма,,,Operational,PDF,
bufr4/3/16/005/4/008007,16,Категория 16 — Последовательности синоптических характеристик,316005,(нижняя граница слоя),,008007,Значимость размера,Величина для пункта,,,Operational,PDF,
bufr4/3/16/005/5/005002,16,Категория 16 — Последовательности синоптических характеристик,316005,(нижняя граница слоя),,005002,Широта (низкая точность),,,,Operational,PDF,
bufr4/3/16/005/6/006002,16,Категория 16 — Последовательности синоптических характеристик,316005,(нижняя граница слоя),,006002,Долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/005/8/019001,16,Категория 16 — Последовательности синоптических характеристик,316005,(нижняя граница слоя),,019001,Тип синоптической характеристики,Величина для типа шторма,,,Operational,PDF,
bufr4/3/16/005/9/008007,16,Категория 16 — Последовательности синоптических характеристик,316005,(нижняя граница слоя),,008007,Значимость размера,Отмена,,,Operational,PDF,
bufr4/3/16/005/10/008005,16,Категория 16 — Последовательности синоптических характеристик,316005,(нижняя граница слоя),,008005,Значимость метеорологической характеристики,Отмена | Конец объекта,,,Operational,PDF,
bufr4/3/16/006/1/112000,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,112000,Повторение с задержкой 12 дескрипторов,,,,Operational,PDF,
bufr4/3/16/006/2/031001,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/006/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,008011,Метеорологическая характеристика,Величина для облачности,,,Operational,PDF,
bufr4/3/16/006/4/008007,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,008007,Значимость размера,Величина для зоны,,,Operational,PDF,
bufr4/3/16/006/5/007002,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,007002,Высота или абсолютная высота,Эшелон полета (нижняя граница слоя),,,Operational,PDF,
bufr4/3/16/006/6/007002,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,007002,Высота или абсолютная высота,Эшелон полета (верхняя граница слоя),,,Operational,PDF,
bufr4/3/16/006/7/102000,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,102000,Повторение с задержкой 2 дескрипторов,,,,Operational,PDF,
bufr4/3/16/006/8/031001,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/006/9/005002,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,005002,Широта (низкая точность),,,,Operational,PDF,
bufr4/3/16/006/10/006002,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,006002,Долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/006/11/020011,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,020011,Количество облаков,,(см. примечание 2),6,Operational,PDF,
bufr4/3/16/006/12/020012,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,020012,Тип облачности,,,,Operational,PDF,
bufr4/3/16/006/13/008007,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,008007,Значимость размера,Отмена,,,Operational,PDF,
bufr4/3/16/006/14/008011,16,Категория 16 — Последовательности синоптических характеристик,316006,(Облачность),,008011,Метеорологическая характеристика,Отмена | Конец объекта,,,Operational,PDF,
bufr4/3/16/007/1/110000,16,Категория 16 — Последовательности синоптических характеристик,316007,(Фронт),,110000,Повторение с задержкой 10 дескрипторов,,,,Operational,PDF,
bufr4/3/16/007/2/031001,16,Категория 16 — Последовательности синоптических характеристик,316007,(Фронт),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/007/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316007,(Фронт),,008011,Метеорологическая характеристика,Величина для типа,(см. примечание 3),21,Operational,PDF,
bufr4/3/16/007/4/008007,16,Категория 16 — Последовательности синоптических характеристик,316007,(Фронт),,008007,Значимость размера,Величина для строки,,,Operational,PDF,
bufr4/3/16/007/5/104000,16,Категория 16 — Последовательности синоптических характеристик,316007,(Фронт),,104000,Повторение с задержкой 4 дескрипторов,,,,Operational,PDF,
bufr4/3/16/007/6/031001,16,Категория 16 — Последовательности синоптических характеристик,316007,(Фронт),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/007/7/005002,16,Категория 16 — Последовательности синоптических характеристик,316007,(Фронт),,005002,Широта (низкая точность),,,,Operational,PDF,
bufr4/3/16/007/8/006002,16,Категория 16 — Последовательности синоптических характеристик,316007,(Фронт),,006002,Долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/007/9/019005,16,Категория 16 — Последовательности синоптических характеристик,316007,(Фронт),,019005,Направление перемещения синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/007/10/019006,16,Категория 16 — Последовательности синоптических характеристик,316007,(Фронт),,019006,Скорость перемещения синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/007/11/008007,16,Категория 16 — Последовательности синоптических характеристик,316007,(Фронт),,008007,Значимость размера,Отмена,,,Operational,PDF,
bufr4/3/16/007/12/008011,16,Категория 16 — Последовательности синоптических характеристик,316007,(Фронт),,008011,Метеорологическая характеристика,Отмена | Конец объекта (Тропопауза),,,Operational,PDF,
bufr4/3/16/008/1/111000,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,111000,Повторение с задержкой 11 дескрипторов,,,,Operational,PDF,
bufr4/3/16/008/2/031001,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/008/3/008001,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,008001,Значимость вертикального зондирования,Бит 3 установлен на тропопаузу,,,Operational,PDF,
bufr4/3/16/008/4/008007,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,008007,Значимость размера,Величина для пункта,,,Operational,PDF,
bufr4/3/16/008/5/008023,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,008023,Статистические данные первого порядка,Величина для типа,(см. примечание 4),58,Operational,PDF,
bufr4/3/16/008/6/103000,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,103000,Повторение с задержкой 3 дескрипторов,,,,Operational,PDF,
bufr4/3/16/008/7/031001,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/008/8/005002,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,005002,Широта (низкая точность),,,,Operational,PDF,
bufr4/3/16/008/9/006002,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,006002,Долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/008/10/010002,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,010002,Высота,,,,Operational,PDF,
bufr4/3/16/008/11/008023,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,008023,Статистические данные первого порядка,Отмена,,,Operational,PDF,
bufr4/3/16/008/12/008007,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,008007,Значимость размера,Отмена,,,Operational,PDF,
bufr4/3/16/008/13/008001,16,Категория 16 — Последовательности синоптических характеристик,316008,(Тропопауза),,008001,Значимость вертикального зондирования,Отмена | Конец объекта (Зона обледенения фюзеляжа),,,Operational,PDF,
bufr4/3/16/009/1/111000,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,111000,Повторение с задержкой 11 дескрипторов,,,,Operational,PDF,
bufr4/3/16/009/2/031001,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/009/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,008011,Метеорологическая характеристика,Величина для обледенения фюзеляжа,,,Operational,PDF,
bufr4/3/16/009/4/008007,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,008007,Значимость размера,Величина для зоны,,,Operational,PDF,
bufr4/3/16/009/5/007002,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,007002,Высота или абсолютная высота,Эшелон полета (нижняя граница слоя),,,Operational,PDF,
bufr4/3/16/009/6/007002,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,007002,Высота или абсолютная высота,Эшелон полета (верхняя граница слоя),,,Operational,PDF,
bufr4/3/16/009/7/102000,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,102000,Повторение с задержкой 2 дескрипторов,,,,Operational,PDF,
bufr4/3/16/009/8/031001,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/009/9/005002,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,005002,Широта (низкая точность),,,,Operational,PDF,
bufr4/3/16/009/10/006002,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,006002,Долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/009/11/020041,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,020041,Обледенение фюзеляжа,Тип обледенения фюзеляжа,,,Operational,PDF,
bufr4/3/16/009/12/008007,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,008007,Значимость размера,Отмена,,,Operational,PDF,
bufr4/3/16/009/13/008011,16,Категория 16 — Последовательности синоптических характеристик,316009,(Зона обледенения фюзеляжа),,008011,Метеорологическая характеристика,Отмена | Конец объекта (Название характеристики),,,Operational,PDF,
bufr4/3/16/010/1/107000,16,Категория 16 — Последовательности синоптических характеристик,316010,(верхняя граница слоя),,107000,Повторение с задержкой 7 дескрипторов,,,,Operational,PDF,
bufr4/3/16/010/2/031001,16,Категория 16 — Последовательности синоптических характеристик,316010,(верхняя граница слоя),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/010/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316010,(верхняя граница слоя),,008011,Метеорологическая характеристика,,,,Operational,PDF,
bufr4/3/16/010/4/008007,16,Категория 16 — Последовательности синоптических характеристик,316010,(верхняя граница слоя),,008007,Значимость размера,Величина для пункта,,,Operational,PDF,
bufr4/3/16/010/5/001022,16,Категория 16 — Последовательности синоптических характеристик,316010,(верхняя граница слоя),,001022,Название характеристики,,,,Operational,PDF,
bufr4/3/16/010/6/005002,16,Категория 16 — Последовательности синоптических характеристик,316010,(верхняя граница слоя),,005002,Широта (низкая точность),,,,Operational,PDF,
bufr4/3/16/010/7/006002,16,Категория 16 — Последовательности синоптических характеристик,316010,(верхняя граница слоя),,006002,Долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/010/8/008007,16,Категория 16 — Последовательности синоптических характеристик,316010,(верхняя граница слоя),,008007,Значимость размера,Отмена,,,Operational,PDF,
bufr4/3/16/010/9/008011,16,Категория 16 — Последовательности синоптических характеристик,316010,(верхняя граница слоя),,008011,Метеорологическая характеристика,Отмена | Конец объекта,,,Operational,PDF,
bufr4/3/16/011/1/117000,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,117000,Повторение с задержкой 17 дескрипторов,,,,Operational,PDF,
bufr4/3/16/011/2/031001,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/011/3/008011,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,008011,Метеорологическая характеристика,Величина для особой облачности,,,Operational,PDF,
bufr4/3/16/011/4/001022,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,001022,Название синоптической характеристики,Название вулкана,,,Operational,PDF,
bufr4/3/16/011/5/008007,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,008007,Значимость размера,Величина для пункта,,,Operational,PDF,
bufr4/3/16/011/6/102000,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,102000,Повторение с задержкой 2 дескрипторов,,,,Operational,PDF,
bufr4/3/16/011/7/031001,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF,
bufr4/3/16/011/8/005002,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,005002,Широта (низкая точность),,,,Operational,PDF,
bufr4/3/16/011/9/006002,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,006002,Долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/011/10/008021,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,008021,Значимость времени,Время начала извержения,,,Operational,PDF,
bufr4/3/16/011/11/004001,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,004001,Год,,,,Operational,PDF,
bufr4/3/16/011/12/004002,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,004002,Месяц,,,,Operational,PDF,
bufr4/3/16/011/13/004003,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,004003,День,,,,Operational,PDF,
bufr4/3/16/011/14/004004,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,004004,Час,,,,Operational,PDF,
bufr4/3/16/011/15/004005,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,004005,Минута,,,,Operational,PDF,
bufr4/3/16/011/16/020090,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,020090,Особые облака,Облака в резуль-тате вулканических извержений,,,Operational,PDF,
bufr4/3/16/011/17/008021,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,008021,Значимость времени,Отмена,,,Operational,PDF,
bufr4/3/16/011/18/008007,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,008007,Значимость размера,Отмена,,,Operational,PDF,
bufr4/3/16/011/19/008011,16,Категория 16 — Последовательности синоптических характеристик,316011,(Извержение вулкана),,008011,Метеорологическая характеристика,Отмена | Конец объекта,,,Operational,PDF,
bufr4/3/16/020/1/001033,16,Категория 16 — Последовательности синоптических характеристик,316020,(Идентификация тропического шторма),,001033,Идентификация центра-поставщика/производителя,,,,Operational,PDF,
bufr4/3/16/020/2/001025,16,Категория 16 — Последовательности синоптических характеристик,316020,(Идентификация тропического шторма),,001025,Указатель шторма,,,,Operational,PDF,
bufr4/3/16/020/3/001027,16,Категория 16 — Последовательности синоптических характеристик,316020,(Идентификация тропического шторма),,001027,"Полное название шторма, используемое ВМО",,,,Operational,PDF,
bufr4/3/16/020/4/301011,16,Категория 16 — Последовательности синоптических характеристик,316020,(Идентификация тропического шторма),,301011,"Год, месяц, день",,,,Operational,PDF,
bufr4/3/16/020/5/301012,16,Категория 16 — Последовательности синоптических характеристик,316020,(Идентификация тропического шторма),,301012,"Час, минута",,,,Operational,PDF,
bufr4/3/16/021/1/301023,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,301023,Широта/долгота (низкая точность),,,,Operational,PDF,
bufr4/3/16/021/2/002041,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,002041,"Метод оценки сводок, касающихся синоптических характеристик",,,,Operational,PDF,
bufr4/3/16/021/3/019001,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,019001,Тип синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/021/4/019007,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,019007,Эффективный радиус синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/021/5/019005,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,019005,Направление перемещения синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/021/6/019006,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,019006,Скорость перемещения синоптической характеристики,,,,Operational,PDF,
bufr4/3/16/021/7/019008,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,019008,Вертикальное распространение циркуляции,,,,Operational,PDF,
bufr4/3/16/021/8/008005,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,008005,Значимость метеорологической характеристики,= 1 Центр шторма,,,Operational,PDF,
bufr4/3/16/021/9/010004,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,010004,Давление,Штормового центра на осно-вании указателя предшествующей значимости,,,Operational,PDF,
bufr4/3/16/021/10/008005,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,008005,Значимость метеорологической характеристики,= 2 Внешний предел или контур характеристики,,,Operational,PDF,
bufr4/3/16/021/11/010004,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,010004,Давление,На внешнем пределе,,,Operational,PDF,
bufr4/3/16/021/12/019007,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,019007,Эффективный радиус синоптической характеристики,Внешний предел,,,Operational,PDF,
bufr4/3/16/021/13/008005,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,008005,Значимость метеорологической характеристики,= 3 Местоположение максимального ветра,,,Operational,PDF,
bufr4/3/16/021/14/008021,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,008021,Значимость времени,Усредненное время,,,Operational,PDF,
bufr4/3/16/021/15/004075,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,004075,Кратковременный период или смещение,Минуты,,,Operational,PDF,
bufr4/3/16/021/16/011040,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,011040,Максимальная скорость ветра (средний ветер),,,,Operational,PDF,
bufr4/3/16/021/17/019007,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,019007,Эффективный радиус синоптической характеристики,Максимальный ветер,,,Operational,PDF,
bufr4/3/16/021/18/105004,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,105004,Повторить 5 дескрипторов 4 раза,,,,Operational,PDF,
bufr4/3/16/021/19/005021,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,005021,Пеленг или азимут,Начальный,,,Operational,PDF,
bufr4/3/16/021/20/005021,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,005021,Пеленг или азимут,Конечный,,,Operational,PDF,
bufr4/3/16/021/21/102002,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,102002,Повторить 2 дескриптора 2 раза,,,,Operational,PDF,
bufr4/3/16/021/22/019003,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,019003,Порог скорости ветра,,,,Operational,PDF,
bufr4/3/16/021/23/019004,16,Категория 16 — Последовательности синоптических характеристик,316021,(Данные анализа),,019004,Эффективный радиус относительно скорости ветра выше пороговой величины,,,,Operational,PDF,
