ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/15/049,15,Физические/химические составляющие в BUFR/CREX,015049,Показатель экспоненты при длине волны в законе Ангстрема для аэрозолей,Числовой,3,-2000,14,Числовой,3,5,,,Operational,PDF
bufr4/0/15/051,15,Физические/химические составляющие в BUFR/CREX,015051,Метеорологическая оптическая дальность,m,0,0,18,m,0,6,,,Operational,PDF
bufr4/0/15/052,15,Физические/химические составляющие в BUFR/CREX,015052,Log численной плотности аэрозольных 10 частиц с диаметром более 5 нм,log (m-3),1,60,6,log (m-3),1,3,,,Operational,PDF
bufr4/0/15/053,15,Физические/химические составляющие в BUFR/CREX,015053,Log численной плотности аэрозольных 10 частиц с диаметром более 14 нм,log (m-3),2,600,9,log (m-3),2,4,,,Operational,PDF
bufr4/0/15/054,15,Физические/химические составляющие в BUFR/CREX,015054,"Log численной плотности аэрозольных 10 частиц с диаметром от 0,25 до 2,5 μм",log (m-3),2,550,9,log (m-3),2,4,,,Operational,PDF
bufr4/0/15/055,15,Физические/химические составляющие в BUFR/CREX,015055,Доля нелетучих аэрозолей,Числовой,2,0,7,Числовой,2,3,,,Operational,PDF
bufr4/0/15/062,15,Физические/химические составляющие в BUFR/CREX,015062,Оптическая толщина аэрозоля,Числовой,3,-1000,14,Числовой,3,5,,,Operational,PDF
bufr4/0/15/063,15,Физические/химические составляющие в BUFR/CREX,015063,Затухающее обратное рассеяние,m-1 sr-1,8,0,20,m-1 sr-1,8,7,,,Operational,PDF
bufr4/0/15/064,15,Физические/химические составляющие в BUFR/CREX,015064,Неопределенность затухающего обратного рассеяния,m-1 sr-1,8,0,20,m-1 sr-1,8,7,,,Operational,PDF
bufr4/0/15/065,15,Физические/химические составляющие в BUFR/CREX,015065,Коэффициент обратного рассеяния частиц,m-1 sr-1,8,0,20,m-1 sr-1,8,7,,,Operational,PDF
bufr4/0/15/066,15,Физические/химические составляющие в BUFR/CREX,015066,Неопределенность коэффициента обратного рассеяния частиц,m-1 sr-1,8,0,20,m-1 sr-1,8,7,,,Operational,PDF
bufr4/0/15/067,15,Физические/химические составляющие в BUFR/CREX,015067,Коэффициент экстинкции частиц,m-1,8,0,20,m-1,8,7,,,Operational,PDF
bufr4/0/15/068,15,Физические/химические составляющие в BUFR/CREX,015068,Неопределенность коэффициента экстинкции частиц,m-1,8,0,20,m-1,8,7,,,Operational,PDF
bufr4/0/15/069,15,Физические/химические составляющие в BUFR/CREX,015069,Лидарное отношение частиц,sr,2,0,14,sr,2,5,,,Operational,PDF
bufr4/0/15/070,15,Физические/химические составляющие в BUFR/CREX,015070,Неопределенность лидарного отношения,sr,2,0,14,sr,2,5,,,Operational,PDF
bufr4/0/15/071,15,Физические/химические составляющие в BUFR/CREX,015071,Соотношение деполяризации частиц,%,2,0,14,%,2,5,,,Operational,PDF
bufr4/0/15/072,15,Физические/химические составляющие в BUFR/CREX,015072,Неопределенность соотношения деполяризации,%,2,0,14,%,2,5,,,Operational,PDF
