ID,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status,translation_source
bufr4/0/35/031/19,035031,Qualifier on monitoring results,19,Expand training programmes,,,,,Operational,Original
bufr4/0/35/031/20-98,035031,Qualifier on monitoring results,20-98,Reserved,,,,,Operational,Original
bufr4/0/35/031/99-126,035031,Qualifier on monitoring results,99-126,Not used,,,,,Operational,Original
bufr4/0/35/031/127,035031,Qualifier on monitoring results,127,Missing value,,,,,Operational,Original
bufr4/0/35/032/1,035032,Cause of missing data,1,Data groups missing due to radio fading,,,,,Operational,Original
bufr4/0/35/032/2,035032,Cause of missing data,2,Data groups missing due to outage of centre,,,,,Operational,Original
bufr4/0/35/032/3,035032,Cause of missing data,3,Data groups missing due to outage of circuit,,,,,Operational,Original
bufr4/0/35/032/4,035032,Cause of missing data,4,Non-implementation or maintenance of required RBSN density,,,,,Operational,Original
bufr4/0/35/032/5,035032,Cause of missing data,5,Shortage of qualified staff to man stations,,,,,Operational,Original
bufr4/0/35/032/6,035032,Cause of missing data,6,Lack of consumables,,,,,Operational,Original
bufr4/0/35/032/7,035032,Cause of missing data,7,Instrument failure,,,,,Operational,Original
bufr4/0/35/032/8,035032,Cause of missing data,8,Non-adherence to telecommunication procedures,,,,,Operational,Original
bufr4/0/35/032/9,035032,Cause of missing data,9,Some observing programmes ceased,,,,,Operational,Original
bufr4/0/35/032/10-14,035032,Cause of missing data,10-14,Not used,,,,,Operational,Original
bufr4/0/35/032/15,035032,Cause of missing data,15,Missing value,,,,,Operational,Original
bufr4/0/35/033/1,035033,Observation and collection deficiencies,1,No deficiency,,,,,Operational,Original
bufr4/0/35/033/2,035033,Observation and collection deficiencies,2,Observations not made regularly,,,,,Operational,Original
bufr4/0/35/033/3,035033,Observation and collection deficiencies,3,Observations not made at right time,,,,,Operational,Original
bufr4/0/35/033/4,035033,Observation and collection deficiencies,4,Observations made but not disseminated,,,,,Operational,Original
bufr4/0/35/033/5,035033,Observation and collection deficiencies,5,Observations made and sent to incorrect users,,,,,Operational,Original
bufr4/0/35/033/6,035033,Observation and collection deficiencies,6,Collection not received,,,,,Operational,Original
bufr4/0/35/033/7,035033,Observation and collection deficiencies,7,Collection transmitted late,,,,,Operational,Original
bufr4/0/35/033/8,035033,Observation and collection deficiencies,8,Collection not transmitted,,,,,Operational,Original
bufr4/0/35/033/9,035033,Observation and collection deficiencies,9,Difficulties in HF propagation and selection of suitable frequency,,,,,Operational,Original
bufr4/0/35/033/10,035033,Observation and collection deficiencies,10,Difficulties in maintenance of communication equipment at remote stations,,,,,Operational,Original
bufr4/0/35/033/11,035033,Observation and collection deficiencies,11,No alternative arrangement for routing meteorological observation,,,,,Operational,Original
bufr4/0/35/033/12-99,035033,Observation and collection deficiencies,12-99,Reserved,,,,,Operational,Original
bufr4/0/35/033/100-122,035033,Observation and collection deficiencies,100-122,Not used,,,,,Operational,Original
bufr4/0/35/033/123,035033,Observation and collection deficiencies,123,Missing value,,,,,Operational,Original
bufr4/0/35/034/1,035034,Statistical trends for availability of data (during the survey period(s)),1,Slight improvement,,,,,Operational,Original
bufr4/0/35/034/2,035034,Statistical trends for availability of data (during the survey period(s)),2,Significant improvement,,,,,Operational,Original
bufr4/0/35/034/3,035034,Statistical trends for availability of data (during the survey period(s)),3,Most significant improvement,,,,,Operational,Original
bufr4/0/35/034/4,035034,Statistical trends for availability of data (during the survey period(s)),4,Steady,,,,,Operational,Original
bufr4/0/35/034/5,035034,Statistical trends for availability of data (during the survey period(s)),5,Decreasing,,,,,Operational,Original
bufr4/0/35/034/6,035034,Statistical trends for availability of data (during the survey period(s)),6,Efforts required to improve night-time observations,,,,,Operational,Original
bufr4/0/35/034/7,035034,Statistical trends for availability of data (during the survey period(s)),7,Missing value,,,,,Operational,Original
bufr4/0/35/035/0,035035,Reason for termination,0,Reserved,,,,,Operational,Original
bufr4/0/35/035/1,035035,Reason for termination,1,Balloon burst,,,,,Operational,Original
bufr4/0/35/035/2,035035,Reason for termination,2,Balloon forced down by icing,,,,,Operational,Original
bufr4/0/35/035/3,035035,Reason for termination,3,Leaking or floating balloon,,,,,Operational,Original
bufr4/0/35/035/4,035035,Reason for termination,4,Weak or fading signal,,,,,Operational,Original
bufr4/0/35/035/5,035035,Reason for termination,5,Battery failure,,,,,Operational,Original
bufr4/0/35/035/6,035035,Reason for termination,6,Ground equipment failure,,,,,Operational,Original
bufr4/0/35/035/7,035035,Reason for termination,7,Signal interference,,,,,Operational,Original
bufr4/0/35/035/8,035035,Reason for termination,8,Radiosonde failure,,,,,Operational,Original
bufr4/0/35/035/9,035035,Reason for termination,9,Excessive missing data frames,,,,,Operational,Original
bufr4/0/35/035/10,035035,Reason for termination,10,Reserved,,,,,Operational,Original
bufr4/0/35/035/11,035035,Reason for termination,11,Excessive missing temperature,,,,,Operational,Original
bufr4/0/35/035/12,035035,Reason for termination,12,Excessive missing pressure,,,,,Operational,Original
bufr4/0/35/035/13,035035,Reason for termination,13,User terminated,,,,,Operational,Original
bufr4/0/35/035/14,035035,Reason for termination,14,Sudden loss of signal,,,,,Operational,Original
bufr4/0/35/035/15,035035,Reason for termination,15,Tracking lost,,,,,Operational,Original
bufr4/0/35/035/16,035035,Reason for termination,16,Increasing pressure,,,,,Operational,Original
bufr4/0/35/035/17,035035,Reason for termination,17,Invalid and/or missed data time limits exceeded,,,,,Operational,Original
bufr4/0/35/035/18-29,035035,Reason for termination,18-29,Reserved,,,,,Operational,Original
bufr4/0/35/035/30,035035,Reason for termination,30,Other,,,,,Operational,Original
bufr4/0/35/035/31,035035,Reason for termination,31,Missing value,,,,,Operational,Original
