ID,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translation_source
bufr4/0/40/013/7,040013,Indicateur d'interprétation de la température de luminance du radiomètre,7,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/020/1,040020,GqisFlagQualDetailed - indicateur de qualité du système,1,Erreur d'étalonnage complexe et NZPD,,,,,Operational,PDF
bufr4/0/40/020/2,040020,GqisFlagQualDetailed - indicateur de qualité du système,2,Bande 3 affectée par une pointe de bruit,,,,,Operational,PDF
bufr4/0/40/020/3,040020,GqisFlagQualDetailed - indicateur de qualité du système,3,Bande 3 affectée par une saturation,,,,,Operational,PDF
bufr4/0/40/020/4,040020,GqisFlagQualDetailed - indicateur de qualité du système,4,Bande 2 affectée par une pointe de bruit,,,,,Operational,PDF
bufr4/0/40/020/5,040020,GqisFlagQualDetailed - indicateur de qualité du système,5,Bande 1 affectée par une pointe de bruit,,,,,Operational,PDF
bufr4/0/40/020/6,040020,GqisFlagQualDetailed - indicateur de qualité du système,6,Écoulement par-dessus ou par-dessous,,,,,Operational,PDF
bufr4/0/40/020/7,040020,GqisFlagQualDetailed - indicateur de qualité du système,7,Erreur de traitement à bord,,,,,Operational,PDF
bufr4/0/40/020/8,040020,GqisFlagQualDetailed - indicateur de qualité du système,8,Erreur d'étalonnage spectral,,,,,Operational,PDF
bufr4/0/40/020/9,040020,GqisFlagQualDetailed - indicateur de qualité du système,9,Erreur d'étalonnage radiométrique,,,,,Operational,PDF
bufr4/0/40/020/10,040020,GqisFlagQualDetailed - indicateur de qualité du système,10,Données manquantes du radiomètre AVHRR,,,,,Operational,PDF
bufr4/0/40/020/11,040020,GqisFlagQualDetailed - indicateur de qualité du système,11,Données manquantes de l'IIS,,,,,Operational,PDF
bufr4/0/40/020/12,040020,GqisFlagQualDetailed - indicateur de qualité du système,12,Données manquantes du sondeur,,,,,Operational,PDF
bufr4/0/40/020/13,040020,GqisFlagQualDetailed - indicateur de qualité du système,13,Indicateur récapitulatif GqisFlagQual pour toutes les bandes,,,,,Operational,PDF
bufr4/0/40/020/14,040020,GqisFlagQualDetailed - indicateur de qualité du système,14,Erreur de traitement au sol,,,,,Operational,PDF
bufr4/0/40/020/15,040020,GqisFlagQualDetailed - indicateur de qualité du système,15,Erreur d'interétalonnage IASI/AVHRR,,,,,Operational,PDF
bufr4/0/40/020/16,040020,GqisFlagQualDetailed - indicateur de qualité du système,16,Disponible,,,,,Operational,PDF
bufr4/0/40/020/All-17,040020,GqisFlagQualDetailed - indicateur de qualité du système,17 bits mis à 1,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/023/1,040023,Indicateur de l'état de l'altimètre auxiliaire,1,"Séquence dans la bande (0 = 3Ku_1C_3Ku, 1 = 2Ku_1C_2Ku)",,,,,Operational,PDF
bufr4/0/40/023/2,040023,Indicateur de l'état de l'altimètre auxiliaire,2,"Fréquence en bande C (0 = 320 MHz, 1 = 100 MHz)",,,,,Operational,PDF
bufr4/0/40/023/3,040023,Indicateur de l'état de l'altimètre auxiliaire,3,"État de la bande C (0 = Marche, 1 = Arrêt)",,,,,Operational,PDF
bufr4/0/40/023/4,040023,Indicateur de l'état de l'altimètre auxiliaire,4,"État de la bande Ku (0 = Marche, 1 = Arrêt)",,,,,Operational,PDF
bufr4/0/40/023/All-5,040023,Indicateur de l'état de l'altimètre auxiliaire,5 bits mis à 1,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/024/0,040024,Existence de cartes météorologiques,0,2 cartes disponibles (à 6 heures d'intervalle),,,,,Operational,PDF
bufr4/0/40/024/1,040024,Existence de cartes météorologiques,1,2 cartes disponibles (à plus de 6 heures d'intervalle),,,,,Operational,PDF
bufr4/0/40/024/2,040024,Existence de cartes météorologiques,2,1 carte disponible; données extrapolées,,,,,Operational,PDF
bufr4/0/40/024/3,040024,Existence de cartes météorologiques,3,Aucune carte utilisée,,,,,Operational,PDF
bufr4/0/40/024/4-6,040024,Existence de cartes météorologiques,4-6,En réserve,,,,,Operational,PDF
bufr4/0/40/024/7,040024,Existence de cartes météorologiques,7,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/025/0,040025,Indicateur d'interpolation pour la marée diurne moyenne,0,Bonne,,,,,Operational,PDF
bufr4/0/40/025/1,040025,Indicateur d'interpolation pour la marée diurne moyenne,1,Mauvaise,,,,,Operational,PDF
bufr4/0/40/025/2,040025,Indicateur d'interpolation pour la marée diurne moyenne,2,En réserve,,,,,Operational,PDF
bufr4/0/40/025/3,040025,Indicateur d'interpolation pour la marée diurne moyenne,3,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/028/0,040028,Indicateur de qualité des données du GMI,0,Données de bonne qualité,,,,,Operational,PDF
bufr4/0/40/028/1,040028,Indicateur de qualité des données du GMI,1,Reflet solaire probable,,,,,Operational,PDF
bufr4/0/40/028/2,040028,Indicateur de qualité des données du GMI,2,Brouillage radioélectrique probable,,,,,Operational,PDF
bufr4/0/40/028/3,040028,Indicateur de qualité des données du GMI,3,Données de localisation géographique dégradées,,,,,Operational,PDF
bufr4/0/40/028/4,040028,Indicateur de qualité des données du GMI,4,Données corrigées pour intrusion sur charge chaude,,,,,Operational,PDF
bufr4/0/40/028/5,040028,Indicateur de qualité des données du GMI,5,Suppression du balayage,,,,,Operational,PDF
bufr4/0/40/028/6,040028,Indicateur de qualité des données du GMI,6,Données manquantes dans le fichier ou données illisibles,,,,,Operational,PDF
bufr4/0/40/028/7,040028,Indicateur de qualité des données du GMI,7,Température de luminance physiquement impossible,,,,,Operational,PDF
bufr4/0/40/028/8,040028,Indicateur de qualité des données du GMI,8,Erreur dans les données de localisation géographique,,,,,Operational,PDF
bufr4/0/40/028/9,040028,Indicateur de qualité des données du GMI,9,Données manquantes dans un canal,,,,,Operational,PDF
bufr4/0/40/028/10,040028,Indicateur de qualité des données du GMI,10,Données manquantes dans plusieurs canaux,,,,,Operational,PDF
bufr4/0/40/028/11,040028,Indicateur de qualité des données du GMI,11,Latitude/longitude hors limites,,,,,Operational,PDF
bufr4/0/40/028/12,040028,Indicateur de qualité des données du GMI,12,Modes d'un statut anormal,,,,,Operational,PDF
bufr4/0/40/028/13,040028,Indicateur de qualité des données du GMI,13,Distance au pixel de basse fréquence correspondant > 7 km,,,,,Operational,PDF
bufr4/0/40/028/14,040028,Indicateur de qualité des données du GMI,14,En réserve,,,,,Operational,PDF
bufr4/0/40/028/15,040028,Indicateur de qualité des données du GMI,15,Valeur manquante (aucune information disponible sur la qualité),,,,,Operational,PDF
bufr4/0/40/036/0,040036,Type de classification des produits lidar de niveau L2b,0,Ciel clair,,,,,Operational,PDF
bufr4/0/40/036/1,040036,Type de classification des produits lidar de niveau L2b,1,Nuages,,,,,Operational,PDF
bufr4/0/40/036/2,040036,Type de classification des produits lidar de niveau L2b,2,Aérosol,,,,,Operational,AI
bufr4/0/40/036/3,040036,Type de classification des produits lidar de niveau L2b,3,Atténué,,,,,Operational,AI
bufr4/0/40/036/4,040036,Type de classification des produits lidar de niveau L2b,4,Surface,,,,,Operational,AI
bufr4/0/40/036/5-14,040036,Type de classification des produits lidar de niveau L2b,5-14,En réserve,,,,,Operational,AI
bufr4/0/40/036/15,040036,Type de classification des produits lidar de niveau L2b,15,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/043/0,040043,Indicateur de manœuvre du satellite,0,La plate-forme ne subit pas de manœuvre,,,,,Operational,PDF
bufr4/0/40/043/1,040043,Indicateur de manœuvre du satellite,1,"La plate-forme subit une manœuvre, traitement nominal",,,,,Operational,PDF
bufr4/0/40/043/2,040043,Indicateur de manœuvre du satellite,2,"La plate-forme subit une manœuvre, aucun traitement",,,,,Operational,PDF
bufr4/0/40/043/3-6,040043,Indicateur de manœuvre du satellite,3-6,En réserve,,,,,Operational,PDF
bufr4/0/40/043/7,040043,Indicateur de manœuvre du satellite,7,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/045/1,040045,Formation de nuages et détermination de l'altitude,1,Produits relatifs aux nuages extraits par la méthode du chi-carré,,,,,Operational,PDF
bufr4/0/40/045/2,040045,Formation de nuages et détermination de l'altitude,2,Produits relatifs aux nuages extraits par découpage dans le canal du CO2,,,,,Operational,PDF
bufr4/0/40/045/3,040045,Formation de nuages et détermination de l'altitude,3,Détermination de l'altitude par extraction statistique en première approximation,,,,,Operational,PDF
bufr4/0/40/045/4,040045,Formation de nuages et détermination de l'altitude,4,Détermination de l'altitude par prévision numérique du temps,,,,,Operational,PDF
bufr4/0/40/045/All-5,040045,Formation de nuages et détermination de l'altitude,5 bits mis à 1,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/046/0,040046,Résumé de la nébulosité,0,Le champ de vision instantanée IASI est clair,,,,,Operational,PDF
bufr4/0/40/046/1,040046,Résumé de la nébulosité,1,Possibilité de contamination de petits nuages,,,,,Operational,PDF
bufr4/0/40/046/2,040046,Résumé de la nébulosité,2,Le champ de vision instantanée IASI est partiellement couvert par des nuages,,,,,Operational,PDF
bufr4/0/40/046/3,040046,Résumé de la nébulosité,3,Couverture nuageuse dense ou intégrale,,,,,Operational,PDF
bufr4/0/40/046/4-6,040046,Résumé de la nébulosité,4-6,En réserve,,,,,Operational,PDF
bufr4/0/40/046/7,040046,Résumé de la nébulosité,7,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/047/0,040047,Indicateur de validation pour les produits IASI ou IASI-NG de niveau 1,0,Les mesures et les informations connexes sont disponibles et de bonne qualité en vue d'un traitement de niveau 2,,,,,Operational,PDF
bufr4/0/40/047/1,040047,Indicateur de validation pour les produits IASI ou IASI-NG de niveau 1,1,"Les produits de niveau 1c sont de mauvaise qualité selon les indicateurs du même niveau, aucun traitement de niveau 2",,,,,Operational,PDF
bufr4/0/40/047/2,040047,Indicateur de validation pour les produits IASI ou IASI-NG de niveau 1,2,"Le contrôle qualité indique que les données de niveau 1c sont de mauvaise qualité (sans indication des indicateurs IASI du même niveau), aucun traitement de niveau 2.",,,,,Operational,PDF
bufr4/0/40/047/3-6,040047,Indicateur de validation pour les produits IASI ou IASI-NG de niveau 1,3-6,En réserve,,,,,Operational,PDF
bufr4/0/40/047/7,040047,Indicateur de validation pour les produits IASI ou IASI-NG de niveau 1,7,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/048/0,040048,Indicateur de validation pour les flux de données AMSU-A de niveau 1,0,"Les mesures AMSU attendues sont disponibles, de bonne qualité et superposées avec celles de IASI pour le traitement",,,,,Operational,PDF
bufr4/0/40/048/1,040048,Indicateur de validation pour les flux de données AMSU-A de niveau 1,1,Les données AMSU-A sont disponibles mais de mauvaise qualité (selon les indicateurs AMSU de niveau 1 ou les tests de contrôle de la qualité) et ne sont pas utilisées pour le traitement,,,,,Operational,PDF
bufr4/0/40/048/2,040048,Indicateur de validation pour les flux de données AMSU-A de niveau 1,2,Pas de mesures AMSU coïncidentes (dans le temps et l'espace) disponibles pour le traitement,,,,,Operational,PDF
bufr4/0/40/048/3-6,040048,Indicateur de validation pour les flux de données AMSU-A de niveau 1,3-6,En réserve,,,,,Operational,PDF
bufr4/0/40/048/7,040048,Indicateur de validation pour les flux de données AMSU-A de niveau 1,7,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/049/1-3,040049,Tests de nuages effectués et résultats,1-3,En réserve,,,,,Operational,PDF
bufr4/0/40/049/4,040049,Tests de nuages effectués et résultats,4,L'épaisseur optique IASI des nuages indique un nuage,,,,,Operational,PDF
bufr4/0/40/049/5,040049,Tests de nuages effectués et résultats,5,L'épaisseur optique IASI des nuages est calculée,,,,,Operational,PDF
bufr4/0/40/049/6,040049,Tests de nuages effectués et résultats,6,Le test d'hétérogénéité AVHRR indique un nuage,,,,,Operational,PDF
bufr4/0/40/049/7,040049,Tests de nuages effectués et résultats,7,Le test d'hétérogénéité AVHRR est réalisé,,,,,Operational,PDF
bufr4/0/40/049/8,040049,Tests de nuages effectués et résultats,8,Le test de nuages IASI-AVHRR ANN indique un nuage,,,,,Operational,PDF
bufr4/0/40/049/9,040049,Tests de nuages effectués et résultats,9,Le test de nuages IASI-AVHRR ANN est réalisé,,,,,Operational,PDF
bufr4/0/40/049/10,040049,Tests de nuages effectués et résultats,10,L'élément nuage intégré AVHRR indique un nuage,,,,,Operational,PDF
bufr4/0/40/049/11,040049,Tests de nuages effectués et résultats,11,Évaluation de l'élément nuage intégré AVHRR,,,,,Operational,PDF
bufr4/0/40/049/12,040049,Tests de nuages effectués et résultats,12,Le test de nuages AMSU indique un nuage,,,,,Operational,PDF
bufr4/0/40/049/13,040049,Tests de nuages effectués et résultats,13,Le test de nuages AMSU est réalisé,,,,,Operational,PDF
bufr4/0/40/049/14,040049,Tests de nuages effectués et résultats,14,Le test de nuages de la fenêtre IASI Window indique un nuage,,,,,Operational,PDF
bufr4/0/40/049/15,040049,Tests de nuages effectués et résultats,15,Le test de nuages de la fenêtre IASI Window est réalisé,,,,,Operational,PDF
bufr4/0/40/049/All-16,040049,Tests de nuages effectués et résultats,16 bits mis à 1,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/050/1-4,040050,Initialisation de l'extraction,1-4,En réserve,,,,,Operational,PDF
bufr4/0/40/050/5,040050,Initialisation de l'extraction,5,MHS inclus,,,,,Operational,PDF
bufr4/0/40/050/6,040050,Initialisation de l'extraction,6,AMSU inclus,,,,,Operational,PDF
bufr4/0/40/050/7,040050,Initialisation de l'extraction,7,IASI inclus,,,,,Operational,PDF
bufr4/0/40/050/All-8,040050,Initialisation de l'extraction,8 bits mis à 1,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/051/0,040051,Convergence d'extraction itérative,0,OEM non appliquées,,,,,Operational,PDF
bufr4/0/40/051/1,040051,Convergence d'extraction itérative,1,OEM interrompues car les résidus de la première approximation sont trop élevés,,,,,Operational,PDF
bufr4/0/40/051/2,040051,Convergence d'extraction itérative,2,"La minimisation n'a pas convergé, le sondage est rejeté",,,,,Operational,PDF
bufr4/0/40/051/3,040051,Convergence d'extraction itérative,3,"La minimisation n'a pas convergé, le sondage est accepté",,,,,Operational,PDF
bufr4/0/40/051/4,040051,Convergence d'extraction itérative,4,"La minimisation a convergé, mais le sondage est rejeté",,,,,Operational,PDF
bufr4/0/40/051/5,040051,Convergence d'extraction itérative,5,"La minimisation a convergé, le sondage est accepté",,,,,Operational,PDF
bufr4/0/40/051/6,040051,Convergence d'extraction itérative,6,En réserve,,,,,Operational,PDF
bufr4/0/40/051/7,040051,Convergence d'extraction itérative,7,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/052/1-3,040052,Indication de gradient superadiabatique et de sursaturation dans une extraction finale,1-3,En réserve,,,,,Operational,PDF
bufr4/0/40/052/4,040052,Indication de gradient superadiabatique et de sursaturation dans une extraction finale,4,Indication de sursaturation dans l'extraction avec OEM,,,,,Operational,PDF
bufr4/0/40/052/5,040052,Indication de gradient superadiabatique et de sursaturation dans une extraction finale,5,Indication de gradient superadiabatique dans l'extraction avec OEM,,,,,Operational,PDF
bufr4/0/40/052/6,040052,Indication de gradient superadiabatique et de sursaturation dans une extraction finale,6,Indication de sursaturation dans la première approximation,,,,,Operational,PDF
bufr4/0/40/052/7,040052,Indication de gradient superadiabatique et de sursaturation dans une extraction finale,7,Indication de gradient superadiabatique dans la première approximation,,,,,Operational,PDF
bufr4/0/40/052/All-8,040052,Indication de gradient superadiabatique et de sursaturation dans une extraction finale,8 bits mis à 1,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/054/1,040054,Erreurs de traitement et d'entrée potentielles,1,Une erreur a été détectée,,,,,Operational,PDF
bufr4/0/40/054/2,040054,Erreurs de traitement et d'entrée potentielles,2,Message de niveau 1,,,,,Operational,PDF
bufr4/0/40/054/3,040054,Erreurs de traitement et d'entrée potentielles,3,Message de niveau 2,,,,,Operational,PDF
bufr4/0/40/054/4,040054,Erreurs de traitement et d'entrée potentielles,4,Message issu de données auxiliaires,,,,,Operational,PDF
bufr4/0/40/054/5,040054,Erreurs de traitement et d'entrée potentielles,5,Message issu de la procédure d'insertion,,,,,Operational,PDF
bufr4/0/40/054/6,040054,Erreurs de traitement et d'entrée potentielles,6,Ouverture de fichier,,,,,Operational,PDF
bufr4/0/40/054/7,040054,Erreurs de traitement et d'entrée potentielles,7,Lecture de fichier,,,,,Operational,PDF
bufr4/0/40/054/8,040054,Erreurs de traitement et d'entrée potentielles,8,Indicateur de qualité,,,,,Operational,PDF
bufr4/0/40/054/9,040054,Erreurs de traitement et d'entrée potentielles,9,"Niveau 2 «à partir d'une régression linéaire» (F_Qual), indication d'un pixel si l'on ne peut pas se fier intégralement au niveau 2",,,,,Operational,PDF
bufr4/0/40/054/10,040054,Erreurs de traitement et d'entrée potentielles,10,Champ vide ou données manquantes,,,,,Operational,PDF
bufr4/0/40/054/11,040054,Erreurs de traitement et d'entrée potentielles,11,Absence d'une valeur pour la pression de surface,,,,,Operational,PDF
bufr4/0/40/054/12,040054,Erreurs de traitement et d'entrée potentielles,12,Filtrage de la luminance énergétique,,,,,Operational,PDF
bufr4/0/40/054/All-13,040054,Erreurs de traitement et d'entrée potentielles,13 bits mis à 1,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/055/1,040055,Diagnostics relatifs à l'extraction,1,Filtrage de la luminance énergétique,,,,,Operational,PDF
bufr4/0/40/055/2,040055,Diagnostics relatifs à l'extraction,2,Régions polaires,,,,,Operational,PDF
bufr4/0/40/055/3,040055,Diagnostics relatifs à l'extraction,3,Position la nuit,,,,,Operational,PDF
bufr4/0/40/055/4,040055,Diagnostics relatifs à l'extraction,4,"Altitude négative, surface au-dessous du niveau moyen de la mer",,,,,Operational,PDF
bufr4/0/40/055/5,040055,Diagnostics relatifs à l'extraction,5,Scène couverte de nuages,,,,,Operational,PDF
bufr4/0/40/055/6,040055,Diagnostics relatifs à l'extraction,6,Scène au-dessus de la mer,,,,,Operational,PDF
bufr4/0/40/055/7,040055,Diagnostics relatifs à l'extraction,7,Scène au-dessus du désert,,,,,Operational,PDF
bufr4/0/40/055/8,040055,Diagnostics relatifs à l'extraction,8,Température pelliculaire,,,,,Operational,PDF
bufr4/0/40/055/9,040055,Diagnostics relatifs à l'extraction,9,Différence de température pelliculaire,,,,,Operational,PDF
bufr4/0/40/055/10,040055,Diagnostics relatifs à l'extraction,10,Contraste du décalage spectral trop faible,,,,,Operational,PDF
bufr4/0/40/055/11,040055,Diagnostics relatifs à l'extraction,11,Nombre maximal d'itérations dépassé,,,,,Operational,PDF
bufr4/0/40/055/12,040055,Diagnostics relatifs à l'extraction,12,Colonnes partielles négatives,,,,,Operational,PDF
bufr4/0/40/055/13,040055,Diagnostics relatifs à l'extraction,13,Matrice mal conditionnée,,,,,Operational,PDF
bufr4/0/40/055/14,040055,Diagnostics relatifs à l'extraction,14,Adaptation divergente,,,,,Operational,PDF
bufr4/0/40/055/15,040055,Diagnostics relatifs à l'extraction,15,Erreur dans l'utilisation de la GSL (GNU scientific library),,,,,Operational,PDF
bufr4/0/40/055/16,040055,Diagnostics relatifs à l'extraction,16,Résidus «biaisés»,,,,,Operational,PDF
bufr4/0/40/055/17,040055,Diagnostics relatifs à l'extraction,17,Résidus «inclinés»,,,,,Operational,PDF
bufr4/0/40/055/18,040055,Diagnostics relatifs à l'extraction,18,Résidus de l'erreur quadratique moyenne importants,,,,,Operational,PDF
bufr4/0/40/055/19,040055,Diagnostics relatifs à l'extraction,19,Noyaux d'intégration étranges,,,,,Operational,PDF
bufr4/0/40/055/20,040055,Diagnostics relatifs à l'extraction,20,Présence de glace détectée,,,,,Operational,PDF
bufr4/0/40/055/All-21,040055,Diagnostics relatifs à l'extraction,21 bits mis à 1,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/056/0,040056,Qualité générale d'une extraction,0,Usage non recommandé,,,,,Operational,PDF
bufr4/0/40/056/1,040056,Qualité générale d'une extraction,1,À utiliser avec prudence,,,,,Operational,PDF
bufr4/0/40/056/2,040056,Qualité générale d'une extraction,2,Qualité optimale,,,,,Operational,PDF
bufr4/0/40/056/3-6,040056,Qualité générale d'une extraction,3-6,En réserve,,,,,Operational,PDF
bufr4/0/40/056/7,040056,Qualité générale d'une extraction,7,Valeur manquante,,,,,Operational,PDF
bufr4/0/40/057/1,040057,Indicateurs d'extraction de données IASI de niveau 2,1,Erreur détectée,,,,,Operational,PDF
bufr4/0/40/057/2,040057,Indicateurs d'extraction de données IASI de niveau 2,2,Message de niveau 1,,,,,Operational,PDF
bufr4/0/40/057/3,040057,Indicateurs d'extraction de données IASI de niveau 2,3,Message de niveau 2,,,,,Operational,PDF
bufr4/0/40/057/4,040057,Indicateurs d'extraction de données IASI de niveau 2,4,Message issu de données auxiliaires,,,,,Operational,PDF
bufr4/0/40/057/5,040057,Indicateurs d'extraction de données IASI de niveau 2,5,Message issu de la procédure d'insertion,,,,,Operational,PDF
bufr4/0/40/057/6,040057,Indicateurs d'extraction de données IASI de niveau 2,6,En réserve,,,,,Operational,PDF
bufr4/0/40/057/7,040057,Indicateurs d'extraction de données IASI de niveau 2,7,Indicateur de niveau 1 ou 2 erroné présenté,,,,,Operational,PDF
bufr4/0/40/057/8,040057,Indicateurs d'extraction de données IASI de niveau 2,8,Le niveau 2 n'est pas totalement fiable,,,,,Operational,PDF
bufr4/0/40/057/9,040057,Indicateurs d'extraction de données IASI de niveau 2,9,Niveaux de température ou d'humidité manquants dans le profil vertical,,,,,Operational,PDF
bufr4/0/40/057/10,040057,Indicateurs d'extraction de données IASI de niveau 2,10,Valeur de la pression en surface manquante,,,,,Operational,PDF
bufr4/0/40/057/11,040057,Indicateurs d'extraction de données IASI de niveau 2,11,Filtrage de la luminance énergétique,,,,,Operational,PDF
bufr4/0/40/057/12,040057,Indicateurs d'extraction de données IASI de niveau 2,12,Régions polaires,,,,,Operational,PDF
bufr4/0/40/057/13,040057,Indicateurs d'extraction de données IASI de niveau 2,13,Position la nuit,,,,,Operational,PDF
bufr4/0/40/057/14,040057,Indicateurs d'extraction de données IASI de niveau 2,14,Altitude négative,,,,,Operational,PDF
bufr4/0/40/057/15,040057,Indicateurs d'extraction de données IASI de niveau 2,15,Scène couverte de nuages,,,,,Operational,PDF
bufr4/0/40/057/16,040057,Indicateurs d'extraction de données IASI de niveau 2,16,Scène au-dessus de la mer,,,,,Operational,PDF
bufr4/0/40/057/17,040057,Indicateurs d'extraction de données IASI de niveau 2,17,Scène au-dessus du désert,,,,,Operational,PDF
bufr4/0/40/057/18,040057,Indicateurs d'extraction de données IASI de niveau 2,18,Température pelliculaire manquante,,,,,Operational,PDF
bufr4/0/40/057/19,040057,Indicateurs d'extraction de données IASI de niveau 2,19,Température pelliculaire extraite trop différente du modèle,,,,,Operational,PDF
bufr4/0/40/057/20,040057,Indicateurs d'extraction de données IASI de niveau 2,20,Contraste du décalage spectral trop faible,,,,,Operational,PDF
bufr4/0/40/057/21,040057,Indicateurs d'extraction de données IASI de niveau 2,21,Nombre maximal d'itérations dépassé,,,,,Operational,PDF
