ID,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translation_source
bufr4/0/33/006/2,033006,Informations sur la situation interne des mesures (stations météorologiques automatiques),2,Au moins une alarme,,,,,Operational,PDF
bufr4/0/33/006/3,033006,Informations sur la situation interne des mesures (stations météorologiques automatiques),3,Panne de capteur,,,,,Operational,PDF
bufr4/0/33/006/4-6,033006,Informations sur la situation interne des mesures (stations météorologiques automatiques),4-6,En réserve,,,,,Operational,PDF
bufr4/0/33/006/7,033006,Informations sur la situation interne des mesures (stations météorologiques automatiques),7,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/015/0,033015,Indicateur de vérification de la qualité des données,0,Valeur acceptée par tous les contrôles,,,,,Operational,PDF
bufr4/0/33/015/1,033015,Indicateur de vérification de la qualité des données,1,Contrôle des données manquantes,,,,,Operational,PDF
bufr4/0/33/015/2,033015,Indicateur de vérification de la qualité des données,2,Contrôle de descente et de nouvelle ascension du ballon,,,,,Operational,PDF
bufr4/0/33/015/3,033015,Indicateur de vérification de la qualité des données,3,Contrôle de plausibilité des données (supérieures aux limites),,,,,Operational,PDF
bufr4/0/33/015/4,033015,Indicateur de vérification de la qualité des données,4,Contrôle de plausibilité des données (inférieures aux limites),,,,,Operational,PDF
bufr4/0/33/015/5,033015,Indicateur de vérification de la qualité des données,5,Contrôle du gradient superadiabatique,,,,,Operational,PDF
bufr4/0/33/015/6,033015,Indicateur de vérification de la qualité des données,6,Contrôle des angles limites,,,,,Operational,PDF
bufr4/0/33/015/7,033015,Indicateur de vérification de la qualité des données,7,Contrôle de la vitesse ascensionnelle,,,,,Operational,PDF
bufr4/0/33/015/8,033015,Indicateur de vérification de la qualité des données,8,Écart excessif par rapport au sondage précédent,,,,,Operational,PDF
bufr4/0/33/015/9,033015,Indicateur de vérification de la qualité des données,9,Contrôle général du ballon,,,,,Operational,PDF
bufr4/0/33/015/10,033015,Indicateur de vérification de la qualité des données,10,Contrôle de la vitesse du vent,,,,,Operational,PDF
bufr4/0/33/015/11,033015,Indicateur de vérification de la qualité des données,11,Contrôle de la direction du vent,,,,,Operational,PDF
bufr4/0/33/015/12,033015,Indicateur de vérification de la qualité des données,12,Contrôle de dépendance,,,,,Operational,PDF
bufr4/0/33/015/13,033015,Indicateur de vérification de la qualité des données,13,Données correctes mais modifiées,,,,,Operational,PDF
bufr4/0/33/015/14,033015,Indicateur de vérification de la qualité des données,14,Contrôle des données aberrantes,,,,,Operational,PDF
bufr4/0/33/015/15-62,033015,Indicateur de vérification de la qualité des données,15-62,En réserve,,,,,Operational,PDF
bufr4/0/33/015/63,033015,Indicateur de vérification de la qualité des données,63,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/020/0,033020,Indication du contrôle de la qualité de la valeur suivante,0,Bonne,,,,,Operational,PDF
bufr4/0/33/020/1,033020,Indication du contrôle de la qualité de la valeur suivante,1,Inconsistante,,,,,Operational,PDF
bufr4/0/33/020/2,033020,Indication du contrôle de la qualité de la valeur suivante,2,Douteuse,,,,,Operational,PDF
bufr4/0/33/020/3,033020,Indication du contrôle de la qualité de la valeur suivante,3,Mauvaise,,,,,Operational,PDF
bufr4/0/33/020/4,033020,Indication du contrôle de la qualité de la valeur suivante,4,Non contrôlée,,,,,Operational,PDF
bufr4/0/33/020/5,033020,Indication du contrôle de la qualité de la valeur suivante,5,A été modifiée,,,,,Operational,PDF
bufr4/0/33/020/6,033020,Indication du contrôle de la qualité de la valeur suivante,6,Estimation,,,,,Operational,PDF
bufr4/0/33/020/7,033020,Indication du contrôle de la qualité de la valeur suivante,7,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/021/0,033021,Qualité de la valeur suivante,0,Dans les limites,,,,,Operational,PDF
bufr4/0/33/021/1,033021,Qualité de la valeur suivante,1,Hors limites,,,,,Operational,PDF
bufr4/0/33/021/2,033021,Qualité de la valeur suivante,2,En réserve,,,,,Operational,PDF
bufr4/0/33/021/3,033021,Qualité de la valeur suivante,3,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/022/0,033022,Qualité de la transmission par satellite des données provenant de bouées,0,Bonne (plusieurs messages identiques ont été reçus),,,,,Operational,PDF
bufr4/0/33/022/1,033022,Qualité de la transmission par satellite des données provenant de bouées,1,Douteuse (aucun message identique n'a été reçu),,,,,Operational,PDF
bufr4/0/33/022/2,033022,Qualité de la transmission par satellite des données provenant de bouées,2,En réserve,,,,,Operational,PDF
bufr4/0/33/022/3,033022,Qualité de la transmission par satellite des données provenant de bouées,3,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/023/0,033023,Qualité de l'emplacement de la bouée,0,Fiable (l'emplacement est situé au-dessus de deux passages de satellite),,,,,Operational,PDF
bufr4/0/33/023/1,033023,Qualité de l'emplacement de la bouée,1,Dernier emplacement connu (pas d'emplacement sur le passage correspondant),,,,,Operational,PDF
bufr4/0/33/023/2,033023,Qualité de l'emplacement de la bouée,2,Douteuse (emplacement déterminé sur un passage seulement); une deuxième solution est possible dans 5 % des cas),,,,,Operational,PDF
bufr4/0/33/023/3,033023,Qualité de l'emplacement de la bouée,3,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/024/0,033024,Repère de qualité de l'altitude de la station (pour les stations mobiles),0,En réserve,,,,,Operational,PDF
bufr4/0/33/024/1,033024,Repère de qualité de l'altitude de la station (pour les stations mobiles),1,Excellent - de l'ordre de 3 mètres,,,,,Operational,PDF
bufr4/0/33/024/2,033024,Repère de qualité de l'altitude de la station (pour les stations mobiles),2,Bonne - de l'ordre de 10 mètres,,,,,Operational,PDF
bufr4/0/33/024/3,033024,Repère de qualité de l'altitude de la station (pour les stations mobiles),3,Passable - de l'ordre de 20 mètres,,,,,Operational,PDF
bufr4/0/33/024/4,033024,Repère de qualité de l'altitude de la station (pour les stations mobiles),4,Médiocre - supérieure à 20 mètres,,,,,Operational,PDF
bufr4/0/33/024/5,033024,Repère de qualité de l'altitude de la station (pour les stations mobiles),5,Excellente - de l'ordre de 10 pieds,,,,,Operational,PDF
bufr4/0/33/024/6,033024,Repère de qualité de l'altitude de la station (pour les stations mobiles),6,Bonne - de l'ordre de 30 pieds,,,,,Operational,PDF
bufr4/0/33/024/7,033024,Repère de qualité de l'altitude de la station (pour les stations mobiles),7,Passable - de l'ordre de 60 pieds,,,,,Operational,PDF
bufr4/0/33/024/8,033024,Repère de qualité de l'altitude de la station (pour les stations mobiles),8,Médiocre - supérieure à 60 pieds,,,,,Operational,PDF
bufr4/0/33/024/9-14,033024,Repère de qualité de l'altitude de la station (pour les stations mobiles),9-14,En réserve,,,,,Operational,PDF
bufr4/0/33/024/15,033024,Repère de qualité de l'altitude de la station (pour les stations mobiles),15,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/025/0,033025,Indicateur de valeurs ACARS interpolées,0,"Temps interpolé, latitude et longitude transmises",,,,,Operational,PDF
bufr4/0/33/025/1,033025,Indicateur de valeurs ACARS interpolées,1,"Temps transmis, latitude et longitude interpolées",,,,,Operational,PDF
bufr4/0/33/025/2,033025,Indicateur de valeurs ACARS interpolées,2,"Temps, latitude et longitude interpolés",,,,,Operational,PDF
bufr4/0/33/025/3,033025,Indicateur de valeurs ACARS interpolées,3,"Temps, latitude et longitude transmis",,,,,Operational,PDF
bufr4/0/33/025/4-6,033025,Indicateur de valeurs ACARS interpolées,4-6,En réserve,,,,,Operational,PDF
bufr4/0/33/025/7,033025,Indicateur de valeurs ACARS interpolées,7,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/026/0,033026,Qualité de la mesure de l'humidité,0,Opérations normales - mesures,,,,,Operational,PDF
bufr4/0/33/026/1,033026,Qualité de la mesure de l'humidité,1,Opérations normales - pas de mesures,,,,,Operational,PDF
bufr4/0/33/026/2,033026,Qualité de la mesure de l'humidité,2,Faible humidité relative,,,,,Operational,PDF
bufr4/0/33/026/3,033026,Qualité de la mesure de l'humidité,3,Organe hygrométrique mouillé,,,,,Operational,PDF
bufr4/0/33/026/4,033026,Qualité de la mesure de l'humidité,4,Organe hygrométrique contaminé,,,,,Operational,PDF
bufr4/0/33/026/5,033026,Qualité de la mesure de l'humidité,5,Défaillance du réchauffeur,,,,,Operational,PDF
bufr4/0/33/026/6,033026,Qualité de la mesure de l'humidité,6,Défaillance du réchauffeur et organe hygrométrique mouillé/contaminé,,,,,Operational,PDF
bufr4/0/33/026/7,033026,Qualité de la mesure de l'humidité,7,Au moins un des paramètres d'entrée utilisés dans le calcul du rapport de mélange n'est pas valable,,,,,Operational,PDF
bufr4/0/33/026/8,033026,Qualité de la mesure de l'humidité,8,Erreur numérique,,,,,Operational,PDF
bufr4/0/33/026/9,033026,Qualité de la mesure de l'humidité,9,Capteur pas installé,,,,,Operational,PDF
bufr4/0/33/026/10,033026,Qualité de la mesure de l'humidité,10,Humidité relative calculée > 100 %,,,,,Operational,PDF
bufr4/0/33/026/11,033026,Qualité de la mesure de l'humidité,11,Alimentation du laser trop faible,,,,,Operational,PDF
bufr4/0/33/026/12,033026,Qualité de la mesure de l'humidité,12,Température du capteur de vapeur d'eau hors limites,,,,,Operational,PDF
bufr4/0/33/026/13,033026,Qualité de la mesure de l'humidité,13,Pression du capteur de vapeur d'eau hors limites,,,,,Operational,PDF
bufr4/0/33/026/14,033026,Qualité de la mesure de l'humidité,14,Décalage spectral hors limite,,,,,Operational,PDF
bufr4/0/33/026/15,033026,Qualité de la mesure de l'humidité,15,Pas de sortie laser,,,,,Operational,PDF
bufr4/0/33/026/16-62,033026,Qualité de la mesure de l'humidité,16-62,En réserve,,,,,Operational,PDF
bufr4/0/33/026/63,033026,Qualité de la mesure de l'humidité,63,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/027/0,033027,Classe de qualité concernant la position (rayon de certitude à 66 %),0,Rayon ≥ 1500 m,,,,,Operational,PDF
bufr4/0/33/027/1,033027,Classe de qualité concernant la position (rayon de certitude à 66 %),1,500 m ≤ rayon < 1500 m,,,,,Operational,PDF
bufr4/0/33/027/2,033027,Classe de qualité concernant la position (rayon de certitude à 66 %),2,250 m ≤ rayon < 500 m,,,,,Operational,PDF
bufr4/0/33/027/3,033027,Classe de qualité concernant la position (rayon de certitude à 66 %),3,Rayon < 250 m,,,,,Operational,PDF
bufr4/0/33/027/4,033027,Classe de qualité concernant la position (rayon de certitude à 66 %),4,≤ 100 m,,,,,Operational,PDF
bufr4/0/33/027/5-6,033027,Classe de qualité concernant la position (rayon de certitude à 66 %),5-6,En réserve,,,,,Operational,PDF
bufr4/0/33/027/7,033027,Classe de qualité concernant la position (rayon de certitude à 66 %),7,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/028/1,033028,Qualité globale de l'instantané,1,Nominale,,,,,Operational,PDF
bufr4/0/33/028/2,033028,Qualité globale de l'instantané,2,Dégradée par une erreur due à un vent fort; toute erreur indiquée par les algorithmes,,,,,Operational,PDF
bufr4/0/33/028/3,033028,Qualité globale de l'instantané,3,Dégradée par une erreur due à un instrument,,,,,Operational,PDF
bufr4/0/33/028/4,033028,Qualité globale de l'instantané,4,Dégradée par un ADF corrompu/manquant,,,,,Operational,PDF
bufr4/0/33/028/5,033028,Qualité globale de l'instantané,5,Dégradation générale,,,,,Operational,AI
bufr4/0/33/028/6,033028,Qualité globale de l'instantané,6,En réserve,,,,,Operational,AI
bufr4/0/33/028/7,033028,Qualité globale de l'instantané,7,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/030/1,033030,Indicateurs d'état pour la ligne de balayage du sondeur ATOVS,1,Ne pas utiliser le balayage pour l'élaboration des produits,,,,,Operational,PDF
bufr4/0/33/030/2,033030,Indicateurs d'état pour la ligne de balayage du sondeur ATOVS,2,Erreur dans la séquence temporelle détectée lors de ce balayage,,,,,Operational,PDF
bufr4/0/33/030/3,033030,Indicateurs d'état pour la ligne de balayage du sondeur ATOVS,3,Données manquantes avant ce balayage,,,,,Operational,PDF
bufr4/0/33/030/4,033030,Indicateurs d'état pour la ligne de balayage du sondeur ATOVS,4,Pas d'étalonnage,,,,,Operational,PDF
bufr4/0/33/030/5,033030,Indicateurs d'état pour la ligne de balayage du sondeur ATOVS,5,Pas de localisation géographique,,,,,Operational,PDF
bufr4/0/33/030/6,033030,Indicateurs d'état pour la ligne de balayage du sondeur ATOVS,6,Première heure correcte après une mise à jour d'horloge,,,,,Operational,PDF
bufr4/0/33/030/7,033030,Indicateurs d'état pour la ligne de balayage du sondeur ATOVS,7,Changement d'état de l'instrument lors de ce balayage,,,,,Operational,PDF
bufr4/0/33/030/8-23,033030,Indicateurs d'état pour la ligne de balayage du sondeur ATOVS,8-23,En réserve,,,,,Operational,PDF
bufr4/0/33/030/All-24,033030,Indicateurs d'état pour la ligne de balayage du sondeur ATOVS,24 bits mis à 1,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/031/1,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,1,Le champ temporel est mauvais mais peut être sans doute déduit de la précédente heure correcte,,,,,Operational,PDF
bufr4/0/33/031/2,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,2,Le champ temporel est mauvais et ne peut pas être déduit de la précédente heure correcte,,,,,Operational,PDF
bufr4/0/33/031/3,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,3,Ce relevé marque le début d'une séquence qui est en contradiction avec les heures précédentes (discontinuité dans le temps). Cela peut être lié à une mise à jour de l'horloge du satellite (voir les indicateurs d'état pour la ligne de balayage du sondeur ATOVS),,,,,Operational,PDF
bufr4/0/33/031/4,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,4,Début d'une séquence qui réitère apparemment des heures de balayage précédemment acceptées,,,,,Operational,PDF
bufr4/0/33/031/5,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,5,La ligne de balayage n'a pas été étalonnée à cause d'une heure incorrecte,,,,,Operational,PDF
bufr4/0/33/031/6,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,6,L'étalonnage de la ligne de balayage repose sur un nombre de lignes inférieur au nombre souhaité à cause de la proximité du début ou de la fin d'une séquence de données ou de données manquantes,,,,,Operational,PDF
bufr4/0/33/031/7,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,7,La ligne de balayage n'a pas été étalonnée car les données du thermomètre à résistance de platine étaient mauvaises ou insuffisantes,,,,,Operational,PDF
bufr4/0/33/031/8,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,8,La ligne de balayage a été étalonnée avec des données marginales du thermomètre à résistance de platine,,,,,Operational,PDF
bufr4/0/33/031/9,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,9,Certains canaux n'ont pas été étalonnés pour ce balayage,,,,,Operational,PDF
bufr4/0/33/031/10,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,10,Absence d'étalonnage à cause du mode de l'instrument,,,,,Operational,PDF
bufr4/0/33/031/11,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,11,Étalonnage suspect à cause d'une erreur d'orientation d'antenne vers l'espace,,,,,Operational,PDF
bufr4/0/33/031/12,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,12,Étalonnage suspect à cause d'une erreur d'orientation d'antenne sur le corps noir,,,,,Operational,PDF
bufr4/0/33/031/13,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,13,Pas de localisation géographique à cause d'une heure incorrecte,,,,,Operational,PDF
bufr4/0/33/031/14,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,14,Localisation géographique suspecte à cause d'un code horaire douteux (se référer aux bits correspondant à l'indicatif de défaut de l'heure),,,,,Operational,PDF
bufr4/0/33/031/15,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,15,Localisation géographique suspecte - ne satisfait que partiellement au contrôle de vraisemblance,,,,,Operational,PDF
bufr4/0/33/031/16,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,16,Localisation géographique suspecte - ne satisfait pas au contrôle de vraisemblance,,,,,Operational,PDF
bufr4/0/33/031/17,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,17,Localisation géographique suspecte à cause d'un contrôle de l'orientation de l'antenne,,,,,Operational,PDF
bufr4/0/33/031/18,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,18,Étalonnage de la ligne de balayage sur le corps noir froid,,,,,Operational,PDF
bufr4/0/33/031/19,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,19,Étalonnage de la ligne de balayage sur le corps noir chaud,,,,,Operational,PDF
bufr4/0/33/031/20,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,20,Étalonnage de la ligne de balayage vers l'espace,,,,,Operational,PDF
bufr4/0/33/031/21,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,21,Vers la Terre,,,,,Operational,PDF
bufr4/0/33/031/22-23,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,22-23,En réserve,,,,,Operational,PDF
bufr4/0/33/031/All-24,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,24 bits mis à 1,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/032/1,033032,Indicateurs de qualité du canal du sondeur ATOVS,1,Aucun relevé correct du corps noir pour la ligne de balayage,,,,,Operational,PDF
bufr4/0/33/032/2,033032,Indicateurs de qualité du canal du sondeur ATOVS,2,Aucun relevé correct de l'espace pour cette ligne,,,,,Operational,PDF
bufr4/0/33/032/3,033032,Indicateurs de qualité du canal du sondeur ATOVS,3,"Aucune donnée correcte du thermomètre à résistance de platine, pour cette ligne",,,,,Operational,PDF
bufr4/0/33/032/4,033032,Indicateurs de qualité du canal du sondeur ATOVS,4,"Certains relevés du corps noir sont incorrects, pour cette ligne",,,,,Operational,PDF
bufr4/0/33/032/5,033032,Indicateurs de qualité du canal du sondeur ATOVS,5,"Certains relevés de l'espace sont incorrects, pour cette ligne",,,,,Operational,PDF
bufr4/0/33/032/6,033032,Indicateurs de qualité du canal du sondeur ATOVS,6,Certaines données du thermomètre à résistance de platine sont incorrectes pour cette ligne,,,,,Operational,PDF
bufr4/0/33/032/7,033032,Indicateurs de qualité du canal du sondeur ATOVS,7,Qualité réduite pour ce balayage,,,,,Operational,PDF
bufr4/0/33/032/8-23,033032,Indicateurs de qualité du canal du sondeur ATOVS,8-23,En réserve (bits mis à 0),,,,,Operational,PDF
bufr4/0/33/032/All-24,033032,Indicateurs de qualité du canal du sondeur ATOVS,24 bits mis à 1,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/033/1,033033,Indicateurs de qualité du champ de vision du sondeur ATOVS,1,Bit mis à 1 en cas d'étalonnage secondaire,,,,,Operational,PDF
bufr4/0/33/033/2-21,033033,Indicateurs de qualité du champ de vision du sondeur ATOVS,2-21,Bit n mis à 1 si la température de luminance dans le canal n-1 est physiquement invraisemblable ou n'a pas été calculée à cause de problèmes d'étalonnage,,,(voir Note 2),26,Operational,PDF
bufr4/0/33/033/22,033033,Indicateurs de qualité du champ de vision du sondeur ATOVS,22,Bit mis à 1 si tous les canaux sont absents,,,,,Operational,PDF
bufr4/0/33/033/23,033033,Indicateurs de qualité du champ de vision du sondeur ATOVS,23,Suspect,,,,,Operational,PDF
bufr4/0/33/033/All-24,033033,Indicateurs de qualité du champ de vision du sondeur ATOVS,24 bits mis à 1,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/035/0,033035,Contrôle de qualité manuel/automatique,0,"Contrôle de qualité automatique: valeur acceptée, sans vérification manuelle",,,,,Operational,PDF
bufr4/0/33/035/1,033035,Contrôle de qualité manuel/automatique,1,"Contrôle de qualité automatique: valeur acceptée, y compris après vérification manuelle",,,,,Operational,PDF
bufr4/0/33/035/2,033035,Contrôle de qualité manuel/automatique,2,"Contrôle de qualité automatique: valeur acceptée, puis refusée après vérification manuelle",,,,,Operational,PDF
bufr4/0/33/035/3,033035,Contrôle de qualité manuel/automatique,3,"Contrôle de qualité automatique: valeur refusée, sans vérification manuelle",,,,,Operational,PDF
bufr4/0/33/035/4,033035,Contrôle de qualité manuel/automatique,4,"Contrôle de qualité automatique: valeur refusée, y compris après vérification manuelle",,,,,Operational,PDF
bufr4/0/33/035/5,033035,Contrôle de qualité manuel/automatique,5,"Contrôle de qualité automatique: valeur refusée, puis acceptée après vérification manuelle",,,,,Operational,PDF
bufr4/0/33/035/6,033035,Contrôle de qualité manuel/automatique,6,"Contrôle automatique de qualité: valeur indiquée comme douteuse, sans vérification manuelle",,,,,Operational,PDF
bufr4/0/33/035/7,033035,Contrôle de qualité manuel/automatique,7,"Contrôle automatique de qualité: valeur indiquée comme douteuse, puis refusée après vérification manuelle",,,,,Operational,PDF
bufr4/0/33/035/8,033035,Contrôle de qualité manuel/automatique,8,Valeur refusée après vérification manuelle,,,,,Operational,PDF
bufr4/0/33/035/9-14,033035,Contrôle de qualité manuel/automatique,9-14,En réserve,,,,,Operational,PDF
bufr4/0/33/035/15,033035,Contrôle de qualité manuel/automatique,15,Valeur manquante,,,,,Operational,PDF
bufr4/0/33/037/1,033037,Erreur de corrélation du vent,1,Écart de la composante u par rapport à la première approximation,,,,,Operational,PDF
bufr4/0/33/037/2,033037,Erreur de corrélation du vent,2,Écart de la composante v par rapport à la première approximation,,,,,Operational,PDF
bufr4/0/33/037/3,033037,Erreur de corrélation du vent,3,Écart des composantes u et v par rapport à la première approximation,,,,,Operational,PDF
bufr4/0/33/037/4,033037,Erreur de corrélation du vent,4,Accélération de la composante u,,,,,Operational,PDF
bufr4/0/33/037/5,033037,Erreur de corrélation du vent,5,Accélération de la composante v,,,,,Operational,PDF
bufr4/0/33/037/6,033037,Erreur de corrélation du vent,6,Accélération des composantes u et v,,,,,Operational,PDF
bufr4/0/33/037/7,033037,Erreur de corrélation du vent,7,Incidence éventuelle du terrain,,,,,Operational,PDF
bufr4/0/33/037/8,033037,Erreur de corrélation du vent,8,Accélération de la composante u et incidence éventuelle du terrain,,,,,Operational,PDF
bufr4/0/33/037/9,033037,Erreur de corrélation du vent,9,Accélération de la composante v et incidence éventuelle du terrain,,,,,Operational,PDF
bufr4/0/33/037/10,033037,Erreur de corrélation du vent,10,Accélération des composantes u et v et incidence éventuelle du terrain,,,,,Operational,PDF
bufr4/0/33/037/11,033037,Erreur de corrélation du vent,11,Mauvaises informations de première approximation sur le vent,,,,,Operational,PDF
bufr4/0/33/037/12,033037,Erreur de corrélation du vent,12,Défaillance de corrélation,,,,,Operational,PDF
bufr4/0/33/037/13,033037,Erreur de corrélation du vent,13,Case «recherche» hors zone,,,,,Operational,PDF
bufr4/0/33/037/14,033037,Erreur de corrélation du vent,14,Case «cible» hors zone,,,,,Operational,PDF
bufr4/0/33/037/15,033037,Erreur de corrélation du vent,15,Brillance des pixels hors limites (ligne bruyante),,,,,Operational,PDF
