ID,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translation_source
bufr4/0/35/031/14,035031,Qualification du contrôle des résultats,14,Incohérence mutuelle,,,,,Operational,PDF
bufr4/0/35/031/15,035031,Qualification du contrôle des résultats,15,Incohérence temporelle,,,,,Operational,PDF
bufr4/0/35/031/16,035031,Qualification du contrôle des résultats,16,Erreur de prévision,,,,,Operational,PDF
bufr4/0/35/031/17,035031,Qualification du contrôle des résultats,17,Erreur systématique,,,,,Operational,PDF
bufr4/0/35/031/18,035031,Qualification du contrôle des résultats,18,Amélioration du système de contrôle de la qualité,,,,,Operational,PDF
bufr4/0/35/031/19,035031,Qualification du contrôle des résultats,19,Développement des programmes de formation,,,,,Operational,PDF
bufr4/0/35/031/20-98,035031,Qualification du contrôle des résultats,20-98,En réserve,,,,,Operational,PDF
bufr4/0/35/031/99-126,035031,Qualification du contrôle des résultats,99-126,Inutilisés,,,,,Operational,PDF
bufr4/0/35/031/127,035031,Qualification du contrôle des résultats,127,Valeur manquante,,,,,Operational,PDF
bufr4/0/35/032/1,035032,Cause des données manquantes,1,Groupes de données manquants en raison de l'évanouissement brusque des signaux radioélectriques,,,,,Operational,PDF
bufr4/0/35/032/2,035032,Cause des données manquantes,2,Groupes de données manquants en raison de l'interruption de service du centre,,,,,Operational,PDF
bufr4/0/35/032/3,035032,Cause des données manquantes,3,Groupes de données manquants en raison de la panne de circuits,,,,,Operational,PDF
bufr4/0/35/032/4,035032,Cause des données manquantes,4,Non-respect ou non-maintien de la densité requise du RSBR,,,,,Operational,PDF
bufr4/0/35/032/5,035032,Cause des données manquantes,5,Manque de personnel qualifié dans les stations,,,,,Operational,PDF
bufr4/0/35/032/6,035032,Cause des données manquantes,6,Manque de consommables,,,,,Operational,PDF
bufr4/0/35/032/7,035032,Cause des données manquantes,7,Panne d'instrument,,,,,Operational,PDF
bufr4/0/35/032/8,035032,Cause des données manquantes,8,Non-respect des procédures de télécommunications,,,,,Operational,PDF
bufr4/0/35/032/9,035032,Cause des données manquantes,9,Interruption de certains programmes d'observation,,,,,Operational,PDF
bufr4/0/35/032/10-14,035032,Cause des données manquantes,10-14,Inutilisés,,,,,Operational,PDF
bufr4/0/35/032/15,035032,Cause des données manquantes,15,Valeur manquante,,,,,Operational,PDF
bufr4/0/35/033/1,035033,Anomalies dans l'observation et les données collectées,1,Aucune anomalie,,,,,Operational,PDF
bufr4/0/35/033/2,035033,Anomalies dans l'observation et les données collectées,2,Observations non effectuées régulièrement,,,,,Operational,PDF
bufr4/0/35/033/3,035033,Anomalies dans l'observation et les données collectées,3,Observations non effectuées au bon moment,,,,,Operational,PDF
bufr4/0/35/033/4,035033,Anomalies dans l'observation et les données collectées,4,Observations effectuées mais non diffusées,,,,,Operational,PDF
bufr4/0/35/033/5,035033,Anomalies dans l'observation et les données collectées,5,Observations effectuées et transmises à des usagers incorrects,,,,,Operational,PDF
bufr4/0/35/033/6,035033,Anomalies dans l'observation et les données collectées,6,Données collectées non reçues,,,,,Operational,PDF
bufr4/0/35/033/7,035033,Anomalies dans l'observation et les données collectées,7,Données collectées transmises en retard,,,,,Operational,PDF
bufr4/0/35/033/8,035033,Anomalies dans l'observation et les données collectées,8,Données collectées non transmises,,,,,Operational,PDF
bufr4/0/35/033/9,035033,Anomalies dans l'observation et les données collectées,9,Difficultés dans la propagation HF et le choix de la fréquence correcte,,,,,Operational,PDF
bufr4/0/35/033/10,035033,Anomalies dans l'observation et les données collectées,10,Difficultés d'entretien du matériel de transmission dans les stations éloignées,,,,,Operational,PDF
bufr4/0/35/033/11,035033,Anomalies dans l'observation et les données collectées,11,Aucune disposition de secours pour acheminer les observations météorologiques,,,,,Operational,PDF
bufr4/0/35/033/12-99,035033,Anomalies dans l'observation et les données collectées,12-99,En réserve,,,,,Operational,PDF
bufr4/0/35/033/100-122,035033,Anomalies dans l'observation et les données collectées,100-122,Inutilisés,,,,,Operational,PDF
bufr4/0/35/033/123,035033,Anomalies dans l'observation et les données collectées,123,Valeur manquante,,,,,Operational,PDF
bufr4/0/35/034/1,035034,Tendances statistiques de la disponibilité des données (pendant la(les) période(s) d'observation),1,Légère amélioration,,,,,Operational,PDF
bufr4/0/35/034/2,035034,Tendances statistiques de la disponibilité des données (pendant la(les) période(s) d'observation),2,Amélioration importante,,,,,Operational,PDF
bufr4/0/35/034/3,035034,Tendances statistiques de la disponibilité des données (pendant la(les) période(s) d'observation),3,Amélioration très importante,,,,,Operational,PDF
bufr4/0/35/034/4,035034,Tendances statistiques de la disponibilité des données (pendant la(les) période(s) d'observation),4,Régulière,,,,,Operational,PDF
bufr4/0/35/034/5,035034,Tendances statistiques de la disponibilité des données (pendant la(les) période(s) d'observation),5,En diminution,,,,,Operational,PDF
bufr4/0/35/034/6,035034,Tendances statistiques de la disponibilité des données (pendant la(les) période(s) d'observation),6,Efforts nécessaires pour améliorer les observations de nuit,,,,,Operational,PDF
bufr4/0/35/034/7,035034,Tendances statistiques de la disponibilité des données (pendant la(les) période(s) d'observation),7,Valeur manquante,,,,,Operational,PDF
bufr4/0/35/035/0,035035,Raison de l'abandon,0,En réserve,,,,,Operational,PDF
bufr4/0/35/035/1,035035,Raison de l'abandon,1,Éclatement du ballon,,,,,Operational,PDF
bufr4/0/35/035/2,035035,Raison de l'abandon,2,Chute du ballon due au givrage,,,,,Operational,PDF
bufr4/0/35/035/3,035035,Raison de l'abandon,3,Fuite ou ballon plafonnant,,,,,Operational,PDF
bufr4/0/35/035/4,035035,Raison de l'abandon,4,Signal faible ou s'affaiblissant,,,,,Operational,PDF
bufr4/0/35/035/5,035035,Raison de l'abandon,5,Panne d'accumulateur,,,,,Operational,PDF
bufr4/0/35/035/6,035035,Raison de l'abandon,6,Panne de l'équipement au sol,,,,,Operational,PDF
bufr4/0/35/035/7,035035,Raison de l'abandon,7,Interférence des signaux,,,,,Operational,PDF
bufr4/0/35/035/8,035035,Raison de l'abandon,8,Panne de la radiosonde,,,,,Operational,PDF
bufr4/0/35/035/9,035035,Raison de l'abandon,9,Trop de blocs de données manquants,,,,,Operational,PDF
bufr4/0/35/035/10,035035,Raison de l'abandon,10,En réserve,,,,,Operational,PDF
bufr4/0/35/035/11,035035,Raison de l'abandon,11,Trop de données manquantes sur la température,,,,,Operational,PDF
bufr4/0/35/035/12,035035,Raison de l'abandon,12,Trop de données manquantes sur la pression,,,,,Operational,PDF
bufr4/0/35/035/13,035035,Raison de l'abandon,13,Abandon par l'opérateur,,,,,Operational,PDF
bufr4/0/35/035/14,035035,Raison de l'abandon,14,Perte soudaine du signal,,,,,Operational,PDF
bufr4/0/35/035/15,035035,Raison de l'abandon,15,Perte du signal de poursuite,,,,,Operational,PDF
bufr4/0/35/035/16,035035,Raison de l'abandon,16,Augmentation de la pression,,,,,Operational,PDF
bufr4/0/35/035/17,035035,Raison de l'abandon,17,Données non valides ou données manquantes (délais dépassés),,,,,Operational,PDF
bufr4/0/35/035/18-29,035035,Raison de l'abandon,18-29,En réserve,,,,,Operational,PDF
bufr4/0/35/035/30,035035,Raison de l'abandon,30,Autre,,,,,Operational,PDF
bufr4/0/35/035/31,035035,Raison de l'abandon,31,Valeur manquante,,,,,Operational,PDF
